code,name,county,city,full_address,long,lat
08A000,Heritage Collegiate Leadership Academy,Bertie,Windsor,"118-B County Farm Road, Windsor, NC 27983",-76.9466248,35.9776865
90304,B T Washington Primary,Bladen,Clarkton,"66 Booker T Washington Road, Clarkton, NC 28433",-78.666651,34.500835
90315,Bladenboro Middle,Bladen,Bladenboro,"910 South Main Street, Bladenboro, NC 28320",-78.797447,34.53049
90317,Bladenboro Primary,Bladen,Bladenboro,"312 Old Whiteville Road, Bladenboro, NC 28320",-78.9856646,34.6114165
90318,Bladen Lakes Primary,Bladen,Elizabethtown,"9554 Johnsontown Road, Elizabethtown, NC 28337",-78.595286,34.711064
90320,Clarkton School of Discovery,Bladen,Clarkton,"10000 North College Street, Clarkton, NC 28433",-78.6535959,34.4945624
90324,Dublin Primary,Bladen,Dublin,"7048 Albert Street, Dublin, NC 28332",-78.7201518,34.6548787
90328,East Arcadia Elementary,Bladen,Riegelwood,"21451 NC Hwy 87 East, Riegelwood, NC 28456",-78.342192,34.4201
90330,East Bladen High,Bladen,Elizabethtown,"5600 NC Hwy 87 East, Elizabethtown, NC 28337",-78.530589,34.580132
90332,Elizabethtown Middle,Bladen,Elizabethtown,"1496 Hwy 701 South, Elizabethtown, NC 28337",-78.6151174,34.6135997
90333,Elizabethtown Primary,Bladen,Elizabethtown,"301 Mercer Road, Elizabethtown, NC 28337",-78.604944,34.6207993
90352,Plain View Primary,Bladen,Tar Heel,"1963 Chicken Foot Road, Tar Heel, NC 28392",-78.8399958,34.7385359
90365,Tar Heel Middle,Bladen,Tar Heel,"14888 Hwy 87 West, Tar Heel, NC 28392",-78.7943023,34.7366219
90368,West Bladen High,Bladen,Bladenboro,"1600 NC Hwy 410, Bladenboro, NC 28320",-78.7413234,34.6384911
090LEA,Bladen County Schools,Bladen,Elizabethtown,"1489 US Hwy 701 South, Elizabethtown, NC 28337",-78.6130962,34.6129885
09A000,Paul R Brown Leadership Academy,Bladen,Elizabethtown,"1300 Martin L King Jr Dr, Elizabethtown, NC 28337",-78.6176359,34.6212429
09B000,Emereau Bladen,Bladen,Elizabethtown,"995 Airport Rd, Elizabethtown, NC 28337",-78.5733569,34.5989151
100302,Belville Elementary,Brunswick,Leland,"575 River Road, Leland, NC 28451",-77.9841636,34.2209184
100304,Bolivia Elementary,Brunswick,Bolivia,"4036 Business Hwy 17-E, Bolivia, NC 28422",-78.1446849,34.070355
100307,Brunswick County Early College,Brunswick,Bolivia,"50 College Road NE, Bolivia, NC 28422",-78.2290128,34.038474
100308,Brunswick County Academy,Brunswick,Bolivia,"1109 Old Ocean Highway, Bolivia, NC 28422",-78.2388036,34.0378753
100309,Cedar Grove Middle,Brunswick,Supply,"750 Grove Trail SW, Supply, NC 28462",-78.270573,33.9666753
100310,Jessie Mae Monroe Elementary,Brunswick,Ash,"250 Pea Landing Road NW, Ash, NC 28420",-78.5478958,33.9477454
100316,Leland Middle,Brunswick,Leland,"927 Old Fayetteville Road NE, Leland, NC 28451",-78.033794,34.23541
100320,"Lincoln Elementary, Leland",Brunswick,Leland,"1664 Lincoln Road, Leland, NC 28451",-78.0416709,34.261238
100326,North Brunswick High,Brunswick,Leland,"114 Scorpion Drive, Leland, NC 28451",-78.023383,34.240696
100332,Shallotte Middle,Brunswick,Shallotte,"225 Village Road, Shallotte, NC 28459",-78.3883709,33.9637249
100334,South Brunswick High,Brunswick,Southport,"280 Cougar Drive BSL, Southport, NC 28461",-78.0430647,34.0111568
100335,South Brunswick Middle,Brunswick,Southport,"100 Cougar Drive BSL, Southport, NC 28461",-78.048488,34.00855
100336,Southport Elementary,Brunswick,Southport,"701 West 9th Street, Southport, NC 28461",-78.0319351,33.9251897
100338,Supply Elementary,Brunswick,Supply,"51 Benton Road SE, Supply, NC 28462",-78.258371,34.0251019
100339,Town Creek Elementary,Brunswick,Winnabow,"6330 Lake Park Dr SE, Winnabow, NC 28479",-78.087019,34.139646
100340,"Union Elementary, Shallotte",Brunswick,Shallotte,"180 Union School Road NW, Shallotte, NC 28470",-78.4598662,33.9586678
100342,Virginia Williamson Elem,Brunswick,Bolivia,"1020 Zion Hill Road, Bolivia, NC 28422",-78.2368264,33.9941
100344,Waccamaw,Brunswick,Ash,"5901 Waccamaw School Road NW, Ash, NC 28420",-78.5152684,34.063384
100348,West Brunswick High,Brunswick,Shallotte,"550 Whiteville Road NW, Shallotte, NC 28470",-78.4099352,33.9811785
100LEA,Brunswick County Schools,Brunswick,Bolivia,"35 Referendum Drive, Bolivia, NC 28422",-78.1654392,34.0563348
10A000,Charter Day School,Brunswick,Leland,"7055 Bacon's Way, Leland, NC 28451",-78.1361514,34.2831272
10B000,South Brunswick Charter,Brunswick,Bolivia,"2260 Achievement Ave SE, Bolivia, NC 28422",-78.1988448,33.9733824
110303,Community High School,Buncombe,Swannanoa,"235 Old US 70, Swannanoa, NC 28778",-82.4342289,35.5930578
110304,Reynolds High,Buncombe,Asheville,"1 Rocket Drive, Asheville, NC 28803",-82.477241,35.545811
110306,Reynolds Middle,Buncombe,Asheville,"2 Rocket Drive, Asheville, NC 28803",-82.476291,35.546776
110308,Barnardsville Elementary,Buncombe,Barnardsville,"20 Hillcrest Drive, Barnardsville, NC 28709",-82.459703,35.775168
110318,Black Mountain Elementary,Buncombe,Black Mountain,"100 Flat Creek Road, Black Mountain, NC 28711",-82.3142408,35.6219536
110320,Black Mountain Primary,Buncombe,Black Mountain,"301 East State Street, Black Mountain, NC 28711",-82.3178576,35.6205827
110322,Early College,Buncombe,Asheville,"340 Victoria Road, Asheville, NC 28801",-82.553755,35.570074
110323,Middle College,Buncombe,Asheville,"340 Victoria Road, Asheville, NC 28801",-82.553755,35.570074
110324,Candler Elementary,Buncombe,Candler,"121 Candler School Road, Candler, NC 28715",-82.7009881,35.5389136
110326,Cane Creek Middle,Buncombe,Fletcher,"570 Lower Brush Creek Road, Fletcher, NC 28732",-82.4362091,35.482339
110332,Bell Elementary,Buncombe,Asheville,"90 Maple Springs Road, Asheville, NC 28805",-82.492847,35.589248
110336,Owen High,Buncombe,Black Mountain,"99 Lake Eden Road, Black Mountain, NC 28711",-82.3734121,35.6189247
110338,Owen Middle,Buncombe,Swannanoa,"730 Old US 70, Swannanoa, NC 28778",-82.3741091,35.6060338
110340,Erwin High,Buncombe,Asheville,"60 Lees Creek Road, Asheville, NC 28806",-82.6257481,35.6192827
110342,"Erwin Middle, Asheville",Buncombe,Asheville,"20 Erwin Hills Road, Asheville, NC 28806",-82.6228321,35.6194901
110348,Emma Elementary,Buncombe,Asheville,"37 Brickyard Road, Asheville, NC 28806",-82.5922712,35.5983122
110352,Enka High,Buncombe,Candler,"475 Enka Lake Road, Candler, NC 28715",-82.66591,35.529946
110356,"Fairview Elementary, Fairview",Buncombe,Fairview,"1355 Charlotte Hwy, Fairview, NC 28730",-82.411025,35.5228804
110366,Glen Arden Elementary,Buncombe,Arden,"50 Pinehurst Circle, Arden, NC 28704",-82.4966592,35.4696154
110368,Haw Creek Elementary,Buncombe,Asheville,"21 Trinity Chapel Road, Asheville, NC 28805",-82.505112,35.594724
110370,Hominy Valley Elementary,Buncombe,Candler,"450 Enka Lake Road, Candler, NC 28715",-82.6639563,35.5342958
110372,Johnston Elementary,Buncombe,Asheville,"230 Johnston Boulevard, Asheville, NC 28806",-82.6198369,35.5866295
110376,Leicester Elementary,Buncombe,Leicester,"31 Gilbert Road, Leicester, NC 28748",-82.7066726,35.6587726
110379,North Buncombe Elementary,Buncombe,Weaverville,"251 Flat Creek Church Rd, Weaverville, NC 28787",-82.5685725,35.7460269
110380,North Buncombe High,Buncombe,Weaverville,"890 Clarks Chapel Road, Weaverville, NC 28787",-82.557616,35.739801
110381,North Buncombe Middle,Buncombe,Weaverville,"51 N Buncombe School Road, Weaverville, NC 28787",-82.557697,35.716091
110382,North Windy Ridge Intermediate,Buncombe,Weaverville,"20 Doan Road, Weaverville, NC 28787",-82.5518075,35.726038
110384,Oakley Elementary,Buncombe,Asheville,"753 Fairview Road, Asheville, NC 28803",-82.512424,35.564096
110388,Pisgah Elementary,Buncombe,Candler,"1495 Pisgah Hwy, Candler, NC 28715",-82.7317218,35.5037294
110401,Enka Middle,Buncombe,Candler,"390 Asbury Road, Candler, NC 28715",-82.6644723,35.5521969
110408,Sand Hill-Venable Elem,Buncombe,Asheville,"154 Sand Hill School Road, Asheville, NC 28806",-82.63921,35.553844
110410,Avery's Creek Elementary,Buncombe,Arden,"15 Park South Boulevard, Arden, NC 28704",-82.5792672,35.4774437
110412,Williams Elementary,Buncombe,Swannanoa,"161 Bee Tree Road, Swannanoa, NC 28778",-82.4025554,35.6042883
110416,Roberson High,Buncombe,Asheville,"250 Overlook Road, Asheville, NC 28803",-82.5352348,35.487034
110420,Valley Springs Middle,Buncombe,Arden,"224 Long Shoals Road, Arden, NC 28704",-82.541122,35.484896
110422,Estes Elementary,Buncombe,Asheville,"275 Overlook Road, Asheville, NC 28803",-82.539873,35.4878829
110425,Enka Intermediate,Buncombe,Candler,"125 Asheville Commerce Parkway, Candler, NC 28715",-82.6377211,35.5437645
110428,Weaverville Elementary,Buncombe,Weaverville,"129 S Main Street, Weaverville, NC 28787",-82.5630494,35.6896593
110432,Weaverville Primary,Buncombe,Weaverville,"39 S Main Street, Weaverville, NC 28787",-82.560843,35.69486
110436,West Buncombe Elementary,Buncombe,Asheville,"175 Erwin Hills Road, Asheville, NC 28806",-82.6215029,35.6176718
110444,Woodfin Elementary,Buncombe,Asheville,"108 Elk Mountain Road, Asheville, NC 28804",-82.584963,35.632111
110450,Koontz Intermediate,Buncombe,Asheville,"305 Overlook Road, Asheville, NC 28803",-82.5398049,35.4839617
110451,Eblen Intermediate,Buncombe,Asheville,"59 Lee's Creek Road, Asheville, NC 28806",-82.6198898,35.6186238
110500,Nesbitt Discovery Academy,Buncombe,Asheville,"175 Bingham Rd Ste 10, Asheville, NC 28806",-82.5839146,35.6068121
110LEA,Buncombe County Schools,Buncombe,Asheville,"175 Bingham Road, Asheville, NC 28806",-82.5839146,35.6068121
111302,Asheville High,Buncombe,Asheville,"419 McDowell Street, Asheville, NC 28803",-82.5517436,35.57262
111304,Hall Fletcher Elementary,Buncombe,Asheville,"60 Ridgelawn Road, Asheville, NC 28806",-82.57415,35.5745461
111306,Isaac Dickson Elementary,Buncombe,Asheville,"125 Hill Street, Asheville, NC 28801",-82.5647163,35.5955132
111307,Asheville Primary,Buncombe,Asheville,"441 Haywood Rd, Asheville, NC 28806",-82.5816504,35.5784638
111312,"Claxton Elementary, Asheville",Buncombe,Asheville,"241 Merrimon Avenue, Asheville, NC 28801",-82.553409,35.607753
111332,Ira B Jones Elementary,Buncombe,Asheville,"544 Kimberly Avenue, Asheville, NC 28804",-82.549772,35.629959
111356,Asheville Middle,Buncombe,Asheville,"211 S French Broad Avenue, Asheville, NC 28801",-82.559725,35.586504
111360,"Vance Elementary, Asheville",Buncombe,Asheville,"98 Sulphur Springs Road, Asheville, NC 28806",-82.6009797,35.5772152
111369,Montford North Star Academy,Buncombe,Asheville,"90 Montford Ave, Asheville, NC 28801",-82.561104,35.5978778
111700,School of Inquiry and Life Sciences,Buncombe,Asheville,"419 McDowell Street, Asheville, NC 28803",-82.5517436,35.57262
111LEA,Asheville City Schools,Buncombe,Asheville,"85 Mountain Street, Asheville, NC 28801",-82.5420027,35.5972057
11A000,Evergreen Community Charter,Buncombe,Asheville,"50 Bell Road, Asheville, NC 28805",-82.499019,35.60293
11B000,ArtSpace Charter School,Buncombe,Swannanoa,"2030 US Hwy 70, Swannanoa, NC 28778",-82.4288491,35.5948191
11C000,Invest Collegiate - Imagine,Buncombe,Asheville,"1000 Brevard Road, Suite 175, Asheville, NC 28806",-82.6056569,35.5250687
11D000,The Franklin School of Innovation,Buncombe,Asheville,"21 Innovation Dr, Asheville, NC 28806",-82.6301728,35.5412452
11K000,Francine Delany New School,Buncombe,Asheville,"119 Brevard Road, Asheville, NC 28806",-82.5937371,35.5736457
120304,Chesterfield Elementary,Burke,Morganton,"2142 Pax Hill Road, Morganton, NC 28655",-81.664219,35.810571
120308,Hallyburton Academy,Burke,Drexel,"205 South Main Street, Drexel, NC 28619",-81.6044048,35.7559268
120310,Burke Middle College,Burke,Morganton,"1001 Burkemont Ave, Morganton, NC 28655",-81.6933526,35.7224938
120312,Drexel Elementary,Burke,Morganton,"100 Alta Vista Street, Morganton, NC 28655",-81.608688,35.749674
120314,East Burke High,Burke,Connelly Springs,"3695 East Burke Boulevard, Connelly Springs, NC 28612",-81.482611,35.719945
120315,East Burke Middle,Burke,Connelly Springs,"3519 Miller Bridge Road, Connelly Springs, NC 28612",-81.4678062,35.715295
120316,Forest Hill Elementary,Burke,Morganton,"304 Ann Street, Morganton, NC 28655",-81.702584,35.732251
120318,Freedom High,Burke,Morganton,"511 Independence Boulevard, Morganton, NC 28655",-81.7176362,35.7446994
120320,George Hildebrand Elementary,Burke,Connelly Springs,"8078 G Hildebrand Sch Road, Connelly Springs, NC 28612",-81.5131553,35.6363304
120324,Glen Alpine Elementary,Burke,Morganton,"302 London Street, Morganton, NC 28655",-81.778761,35.72393
120334,"Heritage Middle, Valdese",Burke,Valdese,"1951 Enon Road, Valdese, NC 28690",-81.578762,35.759194
120338,Hildebran Elementary,Burke,Hildebran,"703 US Hwy 70 West, Hildebran, NC 28637",-81.4260068,35.715395
120340,"Hillcrest Elementary, Morganton",Burke,Morganton,"201 Tennessee Street, Morganton, NC 28655",-81.6743444,35.7539882
120344,Icard Elementary,Burke,Connelly Springs,"3087 Icard School Road, Connelly Springs, NC 28612",-81.468387,35.730294
120346,Jimmy C Draughn High School,Burke,Valdese,"709 Lovelady Road NE, Valdese, NC 28690",-81.543868,35.766899
120350,Liberty Middle,Burke,Morganton,"529 Enola Road, Morganton, NC 28655",-81.6716115,35.709395
120352,North Liberty,Burke,Morganton,"523 Enola Road, Morganton, NC 28655",-81.6716409,35.7096415
120360,Mull Elementary,Burke,Morganton,"1140 Old NC 18 South, Morganton, NC 28655",-81.660527,35.704844
120364,"Oak Hill Elementary, Morganton",Burke,Morganton,"2363 NC 181, Morganton, NC 28655",-81.7573243,35.7765261
120368,Ray Childers Elementary,Burke,Hickory,"1183 Cape Hickory Road, Hickory, NC 28601",-81.4281559,35.7504101
120370,Robert L. Patton High School,Burke,Morganton,"701 Enola Road, Morganton, NC 28655",-81.669386,35.701655
120372,Rutherford College Elem,Burke,Rutherford College,"170 Honeycutt Drive, Rutherford College, NC 28671",-81.5234638,35.7545508
120374,"Salem Elementary, Morganton",Burke,Morganton,"1329 Salem Road, Morganton, NC 28655",-81.7014946,35.6953031
120376,Table Rock Middle,Burke,Morganton,"1585 NC 126, Morganton, NC 28655",-81.7643184,35.7545169
120380,Valdese Elementary,Burke,Valdese,"298 Praley Street, Valdese, NC 28690",-81.566242,35.747627
120386,W A Young Elementary,Burke,Morganton,"325 Conley Road, Morganton, NC 28655",-81.766407,35.718748
120390,Walter R Johnson Middle,Burke,Morganton,"701 Lenoir Road, Morganton, NC 28655",-81.6911994,35.7804029
120LEA,Burke County Schools,Burke,Morganton,"700 East Parker Road, Morganton, NC 28655",-81.649227,35.7261084
12A000,New Dimensions,Burke,Morganton,"550 Lenoir Road, Morganton, NC 28655",-81.6875629,35.7724786
130304,A T Allen Elementary,Cabarrus,Concord,"3939 Abilene Rd, Concord, NC 28025",-80.513661,35.362707
130307,Cox Mill High School,Cabarrus,Concord,"1355 Cox Mill Rd, Concord, NC 28027",-80.726908,35.395328
130308,"Bethel Elementary, Midland",Cabarrus,Midland,"2425 Midland Road, Midland, NC 28107",-80.533242,35.241953
130309,Beverly Hills Elementary,Cabarrus,Concord,"87 Palaside Drive NE, Concord, NC 28025",-80.5967828,35.4319078
130310,Central Cabarrus High,Cabarrus,Concord,"505 Hwy 49 S, Concord, NC 28025",-80.582118,35.362003
130311,Coltrane-Webb Elementary,Cabarrus,Concord,"61 Spring St NW, Concord, NC 28025",-80.5862376,35.410651
130312,Harrisburg Elementary,Cabarrus,Harrisburg,"3900 Stallings Road, Harrisburg, NC 28075",-80.6407559,35.3187178
130313,Concord Middle,Cabarrus,Concord,"1500 Gold Rush Drive, Concord, NC 28025",-80.5524389,35.4220649
130314,Concord High,Cabarrus,Concord,"481 Burrage Road NE, Concord, NC 28025",-80.5813117,35.4328659
130315,J N Fries Magnet School,Cabarrus,Concord,"133 Stonecrest Circle SW, Concord, NC 28027",-80.5941851,35.3657552
130316,Jay M Robinson High,Cabarrus,Concord,"300 Pitts School Road SW, Concord, NC 28027",-80.6616217,35.3625802
130317,Cabarrus Co Opportunity School,Cabarrus,Concord,"120 Marsh Avenue NW, Concord, NC 28025",-80.590117,35.412021
130318,C C Griffin Middle,Cabarrus,Concord,"7650 Griffin's Gate Drive, Concord, NC 28025",-80.5876605,35.3087272
130319,Cox Mill Elementary,Cabarrus,Concord,"1450 Cox Mill Road, Concord, NC 28027",-80.7323554,35.3938667
130320,Harris Road Middle,Cabarrus,Concord,"1251 Patriot Blvd, Concord, NC 28027",-80.7415177,35.4300643
130321,Carl A Furr Elementary,Cabarrus,Concord,"2725 Clover Road, Concord, NC 28027",-80.6855602,35.3769856
130322,"Mount Pleasant Elementary, Mount Pleasant",Cabarrus,Mount Pleasant,"8555 North Drive, Mount Pleasant, NC 28124",-80.4314351,35.4171609
130323,Mount Pleasant Middle,Cabarrus,Mount Pleasant,"466 Walker Road, Mount Pleasant, NC 28124",-80.4811436,35.4105838
130324,Mount Pleasant High,Cabarrus,Mount Pleasant,"700 Walker Road, Mount Pleasant, NC 28124",-80.4821312,35.4076448
130325,Charles E Boger Elementary,Cabarrus,Kannapolis,"5150 Dove Field Lane, Kannapolis, NC 28081",-80.6618716,35.4550287
130326,Northwest Cabarrus High,Cabarrus,Concord,"5130 NW Cabarrus Drive, Concord, NC 28027",-80.6624834,35.4509811
130327,Northwest Cabarrus Middle,Cabarrus,Concord,"5140 NW Cabarrus Drive, Concord, NC 28027",-80.6629273,35.452067
130328,Royal Oaks Elementary,Cabarrus,Kannapolis,"608 Dakota Street, Kannapolis, NC 28083",-80.612919,35.4663693
130329,"Rocky River Elementary, Concord",Cabarrus,Concord,"5454 Rocky River Road, Concord, NC 28025",-80.5980388,35.3422869
130330,R Brown McAllister Elementary,Cabarrus,Concord,"541 Sunnyside Drive SE, Concord, NC 28025",-80.5663694,35.3976486
130331,Pitts School Road Elementary,Cabarrus,Concord,"720 Pitts School Road SW, Concord, NC 28027",-80.646722,35.342971
130332,Hickory Ridge High,Cabarrus,Harrisburg,"7321 Raging Ridge Road, Harrisburg, NC 28075",-80.6348308,35.307899
130333,"Performance Learning Center, Concord",Cabarrus,Concord,"133 Stonecrest Circle SW, Concord, NC 28027",-80.5941851,35.3657552
130336,W R Odell Primary,Cabarrus,Concord,"1 Dragon Pride Dr, Concord, NC 28027",-80.7384892,35.4283011
130337,W R Odell Elementary,Cabarrus,Concord,"1885 Odell School Rd, Concord, NC 28027",-80.728712,35.438594
130338,Weddington Hills Elementary,Cabarrus,Concord,"4401 Weddington Road, Concord, NC 28025",-80.648414,35.395178
130340,Winecoff Elementary,Cabarrus,Concord,"375 Winecoff Sch Road, Concord, NC 28027",-80.6179398,35.4464301
130342,W M Irvin Elementary,Cabarrus,Concord,"1400 Gold Rush Drive, Concord, NC 28025",-80.5534805,35.4180725
130344,Wolf Meadow Elementary,Cabarrus,Concord,"150 Wolf Meadow Drive SW, Concord, NC 28027",-80.6267079,35.3764227
130345,Patriots Elementary,Cabarrus,Concord,"1510 Holden Rd SW, Concord, NC 28025",-80.5843521,35.3100743
130346,Hickory Ridge Middle,Cabarrus,Harrisburg,"7336 Raging Ridge Rd, Harrisburg, NC 28075",-80.6420831,35.3087347
130349,Cabarrus Early College of Technology,Cabarrus,Concord,"670 Concord Parkway North, Concord, NC 28027",-80.6141972,35.4177857
130350,Cabarrus-Kannapolis Early Coll,Cabarrus,Concord,"1531 Trinity Church Rd, Concord, NC 28027",-80.659584,35.4375622
130355,Harold E. Winkler Middle,Cabarrus,Concord,"4501 Weddington Rd NW, Concord, NC 28027",-80.6513417,35.3985309
130LEA,Cabarrus County Schools,Cabarrus,Concord,"4401 Old Airport Road, Concord, NC 28025",-80.5063172,35.3891011
132304,A L Brown High,Cabarrus,Kannapolis,"415 E 1st Street, Kannapolis, NC 28083",-80.6186581,35.4959688
132308,"Forest Park Elementary, Kannapolis",Cabarrus,Kannapolis,"1333 Forest Park Drive, Kannapolis, NC 28083",-80.6040156,35.4797992
132312,Fred L Wilson Elementary,Cabarrus,Kannapolis,"1401 Pine Street, Kannapolis, NC 28081",-80.646735,35.4969046
132314,GW Carver Elementary,Cabarrus,Kannapolis,"525 East C St, Kannapolis, NC 28083",-80.6173412,35.4933308
132328,Jackson Park Elementary,Cabarrus,Kannapolis,"1400 Jackson Street, Kannapolis, NC 28083",-80.602863,35.504073
132330,Kannapolis Middle,Cabarrus,Kannapolis,"1445 Oakwood Avenue, Kannapolis, NC 28081",-80.6387447,35.467353
132332,Shady Brook Elementary,Cabarrus,Kannapolis,"903 Rogers Lake Road, Kannapolis, NC 28081",-80.6416171,35.4742238
132336,Woodrow Wilson Elementary,Cabarrus,Kannapolis,"800 N Walnut Street, Kannapolis, NC 28081",-80.6191188,35.508243
132LEA,Kannapolis City Schools,Cabarrus,Kannapolis,"100 Denver Street, Kannapolis, NC 28083",-80.6167774,35.4952799
13A000,Carolina International School,Cabarrus,Concord,"9545 Poplar Tent Road, Concord, NC 28027",-80.7366426,35.4093568
13B000,Cabarrus Charter Academy,Cabarrus,Concord,"355 Poplar Crossing Dr NW, Concord, NC 28027",-80.668976,35.4087319
13C000,A.C.E. Academy,Cabarrus,Harrisburg,"7807 Caldwell Road, Harrisburg, NC 28075",-80.6730051,35.3082994
13D000,Kannapolis Charter Academy,Cabarrus,Kannapolis,"1911 Concord Lake Road, Kannapolis, NC 28083",-80.5991251,35.4595013
140304,Baton Elementary,Caldwell,Granite Falls,"1400 Baton School Road, Granite Falls, NC 28630",-81.536672,35.809198
140305,Caldwell Career Cen Mid. Coll.,Caldwell,Hudson,"2857 Hickory Boulevard, Hudson, NC 28638",-81.4851267,35.8555791
140306,Gateway School,Caldwell,Granite Falls,"1889 Dudley Shoals Road, Granite Falls, NC 28630",-81.3684654,35.8644054
140307,Horizons Elementary,Caldwell,Lenoir,"332 Greenhaven Dr. NW, Lenoir, NC 28645",-81.5357456,35.9267068
140308,Collettsville School,Caldwell,Collettsville,"4690 Collettsville School Rd, Collettsville, NC 28611",-81.671332,35.928724
140309,Caldwell Early College,Caldwell,Hudson,"2859 Hickory Blvd SW, Hudson, NC 28638",-81.4826814,35.8546639
140312,Davenport A+ School,Caldwell,Lenoir,"901 College Avenue SW, Lenoir, NC 28645",-81.5393299,35.9117615
140316,Dudley Shoals Elementary,Caldwell,Granite Falls,"1500 Dudley Shoals Road, Granite Falls, NC 28630",-81.3924401,35.8560054
140324,Gamewell Elementary,Caldwell,Lenoir,"2904 Morganton Boulevard, Lenoir, NC 28645",-81.5971681,35.8687437
140332,Gamewell Middle,Caldwell,Lenoir,"3210 Gamewell School Road, Lenoir, NC 28645",-81.5985465,35.8713259
140336,Granite Falls Middle,Caldwell,Granite Falls,"90 N Main Street, Granite Falls, NC 28630",-81.4378558,35.8001122
140340,Granite Falls Elementary,Caldwell,Granite Falls,"60 N Highland Avenue, Granite Falls, NC 28630",-81.4348379,35.8070328
140344,Happy Valley Elementary,Caldwell,Lenoir,"1350 Yadkin River Road, Lenoir, NC 28645",-81.5599553,35.995458
140348,Hibriten High,Caldwell,Lenoir,"1350 Panther Trail SE, Lenoir, NC 28645",-81.4944495,35.9257745
140352,Hudson Elementary,Caldwell,Hudson,"200 Roy Coffey Drive, Hudson, NC 28638",-81.4826482,35.8491552
140356,Hudson Middle,Caldwell,Hudson,"291 Pine Mountain Road, Hudson, NC 28638",-81.4787454,35.8478225
140360,Kings Creek Elementary,Caldwell,Lenoir,"3680 Wilkesboro Boulevard, Lenoir, NC 28645",-81.400566,35.99204
140368,William Lenoir Middle,Caldwell,Lenoir,"1366 Wildcat Trail, Lenoir, NC 28645",-81.496927,35.9242096
140372,Lower Creek Elementary,Caldwell,Lenoir,"630 Lower Creek Drive NE, Lenoir, NC 28645",-81.5116073,35.9225603
140376,"Oak Hill Elementary, Lenoir",Caldwell,Lenoir,"4603 Oak Hill School Road, Lenoir, NC 28645",-81.418653,35.901627
140384,Sawmills Elementary,Caldwell,Granite Falls,"4436 Sawmills School Road, Granite Falls, NC 28630",-81.4793026,35.8185499
140386,South Caldwell High,Caldwell,Hudson,"7035 Spartan Drive, Hudson, NC 28638",-81.452129,35.82044
140388,Valmead Elementary,Caldwell,Lenoir,"111 Elizabeth Drive NW, Lenoir, NC 28645",-81.539501,35.936797
140390,West Caldwell High,Caldwell,Lenoir,"300 W Caldwell Drive, Lenoir, NC 28645",-81.5917961,35.8868033
140392,West Lenoir Elementary,Caldwell,Lenoir,"125 Maple Drive NW, Lenoir, NC 28645",-81.5527916,35.9094654
140396,Whitnel Elementary,Caldwell,Lenoir,"1425 Berkley Street SW, Lenoir, NC 28645",-81.5217394,35.8903124
140LEA,Caldwell County Schools,Caldwell,Lenoir,"1914 Hickory Boulevard SW, Lenoir, NC 28645",-81.5141243,35.8807309
150304,Camden County High,Camden,Camden,"103 US 158 W, Camden, NC 27921",-76.1710635,36.3283688
150308,Grandy Primary,Camden,Camden,"175 NC Hwy 343 North, Camden, NC 27921",-76.1820435,36.332283
150310,Camden Intermediate,Camden,Camden,"123 Noblitt Drive, Camden, NC 27921",-76.18297,36.33174
150312,Camden Middle,Camden,Camden,"248 Scotland Road, Camden, NC 27921",-76.174118,36.361001
150350,Camden Early College High,Camden,Camden,"103-A US Highway 158 West, Camden, NC 27921",-76.1718451,36.32806
150LEA,Camden County Schools,Camden,Camden,"174 NC Hwy 343 N, Camden, NC 27921",-76.182029,36.334572
160304,Atlantic Elementary,Carteret,Atlantic,"151 School Drive, Atlantic, NC 28511",-76.343587,34.884413
160306,Bogue Sound Elementary,Carteret,Newport,"3323 Highway 24, Newport, NC 28570",-76.9520127,34.7206075
160308,Beaufort Elementary,Carteret,Beaufort,"110 Carraway Drive, Beaufort, NC 28516",-76.6469568,34.7296582
160309,Bridges School,Carteret,Morehead City,"140 Vashti Dr, Morehead City, NC 28557",-76.7904786,34.7382318
160310,Beaufort Middle,Carteret,Beaufort,"100 Carraway Drive, Beaufort, NC 28516",-76.6446104,34.7300759
160311,Broad Creek Middle,Carteret,Newport,"2382 Hwy 24, Newport, NC 28570",-76.9140549,34.7295904
160313,East Carteret High,Carteret,Beaufort,"3263 Hwy 70 E, Beaufort, NC 28516",-76.6309636,34.7816174
160314,Croatan High,Carteret,Newport,"1 Cougar Lane, Newport, NC 28570",-76.9504094,34.7161474
160316,Harkers Island Elementary,Carteret,Harkers Island,"1163 Island Road, Harkers Island, NC 28531",-76.5513014,34.6942049
160317,Morehead Elem at Camp Glenn,Carteret,Morehead City,"3316 Arendell Street, Morehead City, NC 28557",-76.7496683,34.7253384
160318,Morehead City Middle,Carteret,Morehead City,"400 Barbour Road, Morehead City, NC 28557",-76.7409567,34.7327732
160322,Morehead City Primary,Carteret,Morehead City,"4409 Country Club Road, Morehead City, NC 28557",-76.7774733,34.7333184
160324,Newport Elementary,Carteret,Newport,"219 Chatham Street, Newport, NC 28570",-76.861207,34.791355
160326,Newport Middle,Carteret,Newport,"500 E Chatham Street, Newport, NC 28570",-76.8617362,34.7736905
160332,Down East Middle and Smyrna Elementary,Carteret,Smyrna,"174 Marshallberg Road, Smyrna, NC 28579",-76.529883,34.757643
160344,West Carteret High,Carteret,Morehead City,"4700 Country Club Road, Morehead City, NC 28557",-76.7866286,34.7383291
