code,name,county,city,full_address
70311,Beaufort Co Early College High,Beaufort,Washington,"5337 Hwy 264 East, Washington, NC 27889"
70325,Chocowinity Middle,Beaufort,Chocowinity,"3831 US HWY 17 S, Chocowinity, NC 27817"
70326,Chocowinity Primary,Beaufort,Chocowinity,"606 Gray Road, Chocowinity, NC 27817"
70327,John C Tayloe Elementary,Beaufort,Washington,"910 Tarboro Street, Washington, NC 27889"
70328,John Small Elementary,Beaufort,Washington,"4103 North Market Street Ext, Washington, NC 27889"
70329,"Northeast Elementary, Pinetown",Beaufort,Pinetown,"21000 US Hwy 264 East, Pinetown, NC 27865"
70330,"Northside High, Pinetown",Beaufort,Pinetown,"7868 Free Union Church Road, Pinetown, NC 27865"
70338,P S Jones Middle,Beaufort,Washington,"4105 N Market Street Ext, Washington, NC 27889"
70339,Southside High,Beaufort,Chocowinity,"5700 Hwy 33 East, Chocowinity, NC 27817"
70340,S W Snowden Elementary,Beaufort,Aurora,"693 North 7th Street, Aurora, NC 27806"
70342,Washington High,Beaufort,Washington,"400 Slatestone Road, Washington, NC 27889"
070LEA,Beaufort County Schools,Beaufort,Washington,"321 Smaw Road, Washington, NC 27889"
07A000,Washington Montessori,Beaufort,Washington,"2330 Old Bath Hwy, Washington, NC 27889"
80311,Bertie Early College High,Bertie,Windsor,"819 Governors Road, Windsor, NC 27983"
80312,Bertie High,Bertie,Windsor,"716 US Hwy 13 North, Windsor, NC 27983"
80314,Bertie Middle,Bertie,Windsor,"652 US Hwy 13 North, Windsor, NC 27983"
80348,Aulander Elementary,Bertie,Aulander,"2515 NC Highway 305 North, Aulander, NC 27805"
80356,West Bertie Elementary,Bertie,Kelford,"3734 Governors Road, Kelford, NC 27847"
80360,Colerain Elementary,Bertie,Colerain,"202 N Academy Street, Colerain, NC 27924"
80362,Windsor Elementary,Bertie,Windsor,"104 Cooper Hill Road, Windsor, NC 27983"
080LEA,Bertie County Schools,Bertie,Windsor,"715 US Highway 13 North, Windsor, NC 27983"
08A000,Heritage Collegiate Leadership Academy,Bertie,Windsor,"118-B County Farm Road, Windsor, NC 27983"
90304,B T Washington Primary,Bladen,Clarkton,"66 Booker T Washington Road, Clarkton, NC 28433"
90315,Bladenboro Middle,Bladen,Bladenboro,"910 South Main Street, Bladenboro, NC 28320"
90317,Bladenboro Primary,Bladen,Bladenboro,"312 Old Whiteville Road, Bladenboro, NC 28320"
90318,Bladen Lakes Primary,Bladen,Elizabethtown,"9554 Johnsontown Road, Elizabethtown, NC 28337"
90320,Clarkton School of Discovery,Bladen,Clarkton,"10000 North College Street, Clarkton, NC 28433"
90324,Dublin Primary,Bladen,Dublin,"7048 Albert Street, Dublin, NC 28332"
90328,East Arcadia Elementary,Bladen,Riegelwood,"21451 NC Hwy 87 East, Riegelwood, NC 28456"
90330,East Bladen High,Bladen,Elizabethtown,"5600 NC Hwy 87 East, Elizabethtown, NC 28337"
90332,Elizabethtown Middle,Bladen,Elizabethtown,"1496 Hwy 701 South, Elizabethtown, NC 28337"
90333,Elizabethtown Primary,Bladen,Elizabethtown,"301 Mercer Road, Elizabethtown, NC 28337"
90352,Plain View Primary,Bladen,Tar Heel,"1963 Chicken Foot Road, Tar Heel, NC 28392"
90365,Tar Heel Middle,Bladen,Tar Heel,"14888 Hwy 87 West, Tar Heel, NC 28392"
90368,West Bladen High,Bladen,Bladenboro,"1600 NC Hwy 410, Bladenboro, NC 28320"
090LEA,Bladen County Schools,Bladen,Elizabethtown,"1489 US Hwy 701 South, Elizabethtown, NC 28337"
09A000,Paul R Brown Leadership Academy,Bladen,Elizabethtown,"1300 Martin L King Jr Dr, Elizabethtown, NC 28337"
09B000,Emereau Bladen,Bladen,Elizabethtown,"995 Airport Rd, Elizabethtown, NC 28337"
100302,Belville Elementary,Brunswick,Leland,"575 River Road, Leland, NC 28451"
100304,Bolivia Elementary,Brunswick,Bolivia,"4036 Business Hwy 17-E, Bolivia, NC 28422"
100307,Brunswick County Early College,Brunswick,Bolivia,"50 College Road NE, Bolivia, NC 28422"
100308,Brunswick County Academy,Brunswick,Bolivia,"1109 Old Ocean Highway, Bolivia, NC 28422"
100309,Cedar Grove Middle,Brunswick,Supply,"750 Grove Trail SW, Supply, NC 28462"
100310,Jessie Mae Monroe Elementary,Brunswick,Ash,"250 Pea Landing Road NW, Ash, NC 28420"
100316,Leland Middle,Brunswick,Leland,"927 Old Fayetteville Road NE, Leland, NC 28451"
100320,"Lincoln Elementary, Leland",Brunswick,Leland,"1664 Lincoln Road, Leland, NC 28451"
100326,North Brunswick High,Brunswick,Leland,"114 Scorpion Drive, Leland, NC 28451"
100332,Shallotte Middle,Brunswick,Shallotte,"225 Village Road, Shallotte, NC 28459"
100334,South Brunswick High,Brunswick,Southport,"280 Cougar Drive BSL, Southport, NC 28461"
100335,South Brunswick Middle,Brunswick,Southport,"100 Cougar Drive BSL, Southport, NC 28461"
100336,Southport Elementary,Brunswick,Southport,"701 West 9th Street, Southport, NC 28461"
100338,Supply Elementary,Brunswick,Supply,"51 Benton Road SE, Supply, NC 28462"
100339,Town Creek Elementary,Brunswick,Winnabow,"6330 Lake Park Dr SE, Winnabow, NC 28479"
100340,"Union Elementary, Shallotte",Brunswick,Shallotte,"180 Union School Road NW, Shallotte, NC 28470"
100342,Virginia Williamson Elem,Brunswick,Bolivia,"1020 Zion Hill Road, Bolivia, NC 28422"
100344,Waccamaw,Brunswick,Ash,"5901 Waccamaw School Road NW, Ash, NC 28420"
100348,West Brunswick High,Brunswick,Shallotte,"550 Whiteville Road NW, Shallotte, NC 28470"
100LEA,Brunswick County Schools,Brunswick,Bolivia,"35 Referendum Drive, Bolivia, NC 28422"
10A000,Charter Day School,Brunswick,Leland,"7055 Bacon's Way, Leland, NC 28451"
10B000,South Brunswick Charter,Brunswick,Bolivia,"2260 Achievement Ave SE, Bolivia, NC 28422"
110303,Community High School,Buncombe,Swannanoa,"235 Old US 70, Swannanoa, NC 28778"
110304,Reynolds High,Buncombe,Asheville,"1 Rocket Drive, Asheville, NC 28803"
110306,Reynolds Middle,Buncombe,Asheville,"2 Rocket Drive, Asheville, NC 28803"
110308,Barnardsville Elementary,Buncombe,Barnardsville,"20 Hillcrest Drive, Barnardsville, NC 28709"
110318,Black Mountain Elementary,Buncombe,Black Mountain,"100 Flat Creek Road, Black Mountain, NC 28711"
110320,Black Mountain Primary,Buncombe,Black Mountain,"301 East State Street, Black Mountain, NC 28711"
110322,Early College,Buncombe,Asheville,"340 Victoria Road, Asheville, NC 28801"
110323,Middle College,Buncombe,Asheville,"340 Victoria Road, Asheville, NC 28801"
110324,Candler Elementary,Buncombe,Candler,"121 Candler School Road, Candler, NC 28715"
110326,Cane Creek Middle,Buncombe,Fletcher,"570 Lower Brush Creek Road, Fletcher, NC 28732"
110332,Bell Elementary,Buncombe,Asheville,"90 Maple Springs Road, Asheville, NC 28805"
110336,Owen High,Buncombe,Black Mountain,"99 Lake Eden Road, Black Mountain, NC 28711"
110338,Owen Middle,Buncombe,Swannanoa,"730 Old US 70, Swannanoa, NC 28778"
110340,Erwin High,Buncombe,Asheville,"60 Lees Creek Road, Asheville, NC 28806"
110342,"Erwin Middle, Asheville",Buncombe,Asheville,"20 Erwin Hills Road, Asheville, NC 28806"
110348,Emma Elementary,Buncombe,Asheville,"37 Brickyard Road, Asheville, NC 28806"
110352,Enka High,Buncombe,Candler,"475 Enka Lake Road, Candler, NC 28715"
110356,"Fairview Elementary, Fairview",Buncombe,Fairview,"1355 Charlotte Hwy, Fairview, NC 28730"
110366,Glen Arden Elementary,Buncombe,Arden,"50 Pinehurst Circle, Arden, NC 28704"
110368,Haw Creek Elementary,Buncombe,Asheville,"21 Trinity Chapel Road, Asheville, NC 28805"
110370,Hominy Valley Elementary,Buncombe,Candler,"450 Enka Lake Road, Candler, NC 28715"
110372,Johnston Elementary,Buncombe,Asheville,"230 Johnston Boulevard, Asheville, NC 28806"
110376,Leicester Elementary,Buncombe,Leicester,"31 Gilbert Road, Leicester, NC 28748"
110379,North Buncombe Elementary,Buncombe,Weaverville,"251 Flat Creek Church Rd, Weaverville, NC 28787"
110380,North Buncombe High,Buncombe,Weaverville,"890 Clarks Chapel Road, Weaverville, NC 28787"
110381,North Buncombe Middle,Buncombe,Weaverville,"51 N Buncombe School Road, Weaverville, NC 28787"
110382,North Windy Ridge Intermediate,Buncombe,Weaverville,"20 Doan Road, Weaverville, NC 28787"
110384,Oakley Elementary,Buncombe,Asheville,"753 Fairview Road, Asheville, NC 28803"
110388,Pisgah Elementary,Buncombe,Candler,"1495 Pisgah Hwy, Candler, NC 28715"
110401,Enka Middle,Buncombe,Candler,"390 Asbury Road, Candler, NC 28715"
110408,Sand Hill-Venable Elem,Buncombe,Asheville,"154 Sand Hill School Road, Asheville, NC 28806"
110410,Avery's Creek Elementary,Buncombe,Arden,"15 Park South Boulevard, Arden, NC 28704"
110412,Williams Elementary,Buncombe,Swannanoa,"161 Bee Tree Road, Swannanoa, NC 28778"
110416,Roberson High,Buncombe,Asheville,"250 Overlook Road, Asheville, NC 28803"
110420,Valley Springs Middle,Buncombe,Arden,"224 Long Shoals Road, Arden, NC 28704"
110422,Estes Elementary,Buncombe,Asheville,"275 Overlook Road, Asheville, NC 28803"
110425,Enka Intermediate,Buncombe,Candler,"125 Asheville Commerce Parkway, Candler, NC 28715"
110428,Weaverville Elementary,Buncombe,Weaverville,"129 S Main Street, Weaverville, NC 28787"
110432,Weaverville Primary,Buncombe,Weaverville,"39 S Main Street, Weaverville, NC 28787"
110436,West Buncombe Elementary,Buncombe,Asheville,"175 Erwin Hills Road, Asheville, NC 28806"
110444,Woodfin Elementary,Buncombe,Asheville,"108 Elk Mountain Road, Asheville, NC 28804"
110450,Koontz Intermediate,Buncombe,Asheville,"305 Overlook Road, Asheville, NC 28803"
110451,Eblen Intermediate,Buncombe,Asheville,"59 Lee's Creek Road, Asheville, NC 28806"
110500,Nesbitt Discovery Academy,Buncombe,Asheville,"175 Bingham Rd Ste 10, Asheville, NC 28806"
110LEA,Buncombe County Schools,Buncombe,Asheville,"175 Bingham Road, Asheville, NC 28806"
111302,Asheville High,Buncombe,Asheville,"419 McDowell Street, Asheville, NC 28803"
111304,Hall Fletcher Elementary,Buncombe,Asheville,"60 Ridgelawn Road, Asheville, NC 28806"
111306,Isaac Dickson Elementary,Buncombe,Asheville,"125 Hill Street, Asheville, NC 28801"
111307,Asheville Primary,Buncombe,Asheville,"441 Haywood Rd, Asheville, NC 28806"
111312,"Claxton Elementary, Asheville",Buncombe,Asheville,"241 Merrimon Avenue, Asheville, NC 28801"
111332,Ira B Jones Elementary,Buncombe,Asheville,"544 Kimberly Avenue, Asheville, NC 28804"
111356,Asheville Middle,Buncombe,Asheville,"211 S French Broad Avenue, Asheville, NC 28801"
111360,"Vance Elementary, Asheville",Buncombe,Asheville,"98 Sulphur Springs Road, Asheville, NC 28806"
111369,Montford North Star Academy,Buncombe,Asheville,"90 Montford Ave, Asheville, NC 28801"
111700,School of Inquiry and Life Sciences,Buncombe,Asheville,"419 McDowell Street, Asheville, NC 28803"
111LEA,Asheville City Schools,Buncombe,Asheville,"85 Mountain Street, Asheville, NC 28801"
11A000,Evergreen Community Charter,Buncombe,Asheville,"50 Bell Road, Asheville, NC 28805"
11B000,ArtSpace Charter School,Buncombe,Swannanoa,"2030 US Hwy 70, Swannanoa, NC 28778"
11C000,Invest Collegiate - Imagine,Buncombe,Asheville,"1000 Brevard Road, Suite 175, Asheville, NC 28806"
11D000,The Franklin School of Innovation,Buncombe,Asheville,"21 Innovation Dr, Asheville, NC 28806"
11K000,Francine Delany New School,Buncombe,Asheville,"119 Brevard Road, Asheville, NC 28806"
120304,Chesterfield Elementary,Burke,Morganton,"2142 Pax Hill Road, Morganton, NC 28655"
120308,Hallyburton Academy,Burke,Drexel,"205 South Main Street, Drexel, NC 28619"
120310,Burke Middle College,Burke,Morganton,"1001 Burkemont Ave, Morganton, NC 28655"
120312,Drexel Elementary,Burke,Morganton,"100 Alta Vista Street, Morganton, NC 28655"
120314,East Burke High,Burke,Connelly Springs,"3695 East Burke Boulevard, Connelly Springs, NC 28612"
120315,East Burke Middle,Burke,Connelly Springs,"3519 Miller Bridge Road, Connelly Springs, NC 28612"
120316,Forest Hill Elementary,Burke,Morganton,"304 Ann Street, Morganton, NC 28655"
120318,Freedom High,Burke,Morganton,"511 Independence Boulevard, Morganton, NC 28655"
120320,George Hildebrand Elementary,Burke,Connelly Springs,"8078 G Hildebrand Sch Road, Connelly Springs, NC 28612"
120324,Glen Alpine Elementary,Burke,Morganton,"302 London Street, Morganton, NC 28655"
120334,"Heritage Middle, Valdese",Burke,Valdese,"1951 Enon Road, Valdese, NC 28690"
120338,Hildebran Elementary,Burke,Hildebran,"703 US Hwy 70 West, Hildebran, NC 28637"
120340,"Hillcrest Elementary, Morganton",Burke,Morganton,"201 Tennessee Street, Morganton, NC 28655"
120344,Icard Elementary,Burke,Connelly Springs,"3087 Icard School Road, Connelly Springs, NC 28612"
120346,Jimmy C Draughn High School,Burke,Valdese,"709 Lovelady Road NE, Valdese, NC 28690"
120350,Liberty Middle,Burke,Morganton,"529 Enola Road, Morganton, NC 28655"
120352,North Liberty,Burke,Morganton,"523 Enola Road, Morganton, NC 28655"
120360,Mull Elementary,Burke,Morganton,"1140 Old NC 18 South, Morganton, NC 28655"
120364,"Oak Hill Elementary, Morganton",Burke,Morganton,"2363 NC 181, Morganton, NC 28655"
120368,Ray Childers Elementary,Burke,Hickory,"1183 Cape Hickory Road, Hickory, NC 28601"
120370,Robert L. Patton High School,Burke,Morganton,"701 Enola Road, Morganton, NC 28655"
120372,Rutherford College Elem,Burke,Rutherford College,"170 Honeycutt Drive, Rutherford College, NC 28671"
120374,"Salem Elementary, Morganton",Burke,Morganton,"1329 Salem Road, Morganton, NC 28655"
120376,Table Rock Middle,Burke,Morganton,"1585 NC 126, Morganton, NC 28655"
120380,Valdese Elementary,Burke,Valdese,"298 Praley Street, Valdese, NC 28690"
120386,W A Young Elementary,Burke,Morganton,"325 Conley Road, Morganton, NC 28655"
120390,Walter R Johnson Middle,Burke,Morganton,"701 Lenoir Road, Morganton, NC 28655"
120LEA,Burke County Schools,Burke,Morganton,"700 East Parker Road, Morganton, NC 28655"
12A000,New Dimensions,Burke,Morganton,"550 Lenoir Road, Morganton, NC 28655"
130304,A T Allen Elementary,Cabarrus,Concord,"3939 Abilene Rd, Concord, NC 28025"
130307,Cox Mill High School,Cabarrus,Concord,"1355 Cox Mill Rd, Concord, NC 28027"
130308,"Bethel Elementary, Midland",Cabarrus,Midland,"2425 Midland Road, Midland, NC 28107"
130309,Beverly Hills Elementary,Cabarrus,Concord,"87 Palaside Drive NE, Concord, NC 28025"
130310,Central Cabarrus High,Cabarrus,Concord,"505 Hwy 49 S, Concord, NC 28025"
130311,Coltrane-Webb Elementary,Cabarrus,Concord,"61 Spring St NW, Concord, NC 28025"
130312,Harrisburg Elementary,Cabarrus,Harrisburg,"3900 Stallings Road, Harrisburg, NC 28075"
130313,Concord Middle,Cabarrus,Concord,"1500 Gold Rush Drive, Concord, NC 28025"
130314,Concord High,Cabarrus,Concord,"481 Burrage Road NE, Concord, NC 28025"
130315,J N Fries Magnet School,Cabarrus,Concord,"133 Stonecrest Circle SW, Concord, NC 28027"
130316,Jay M Robinson High,Cabarrus,Concord,"300 Pitts School Road SW, Concord, NC 28027"
130317,Cabarrus Co Opportunity School,Cabarrus,Concord,"120 Marsh Avenue NW, Concord, NC 28025"
130318,C C Griffin Middle,Cabarrus,Concord,"7650 Griffin's Gate Drive, Concord, NC 28025"
130319,Cox Mill Elementary,Cabarrus,Concord,"1450 Cox Mill Road, Concord, NC 28027"
130320,Harris Road Middle,Cabarrus,Concord,"1251 Patriot Blvd, Concord, NC 28027"
130321,Carl A Furr Elementary,Cabarrus,Concord,"2725 Clover Road, Concord, NC 28027"
130322,"Mount Pleasant Elementary, Mount Pleasant",Cabarrus,Mount Pleasant,"8555 North Drive, Mount Pleasant, NC 28124"
130323,Mount Pleasant Middle,Cabarrus,Mount Pleasant,"466 Walker Road, Mount Pleasant, NC 28124"
130324,Mount Pleasant High,Cabarrus,Mount Pleasant,"700 Walker Road, Mount Pleasant, NC 28124"
130325,Charles E Boger Elementary,Cabarrus,Kannapolis,"5150 Dove Field Lane, Kannapolis, NC 28081"
130326,Northwest Cabarrus High,Cabarrus,Concord,"5130 NW Cabarrus Drive, Concord, NC 28027"
130327,Northwest Cabarrus Middle,Cabarrus,Concord,"5140 NW Cabarrus Drive, Concord, NC 28027"
130328,Royal Oaks Elementary,Cabarrus,Kannapolis,"608 Dakota Street, Kannapolis, NC 28083"
130329,"Rocky River Elementary, Concord",Cabarrus,Concord,"5454 Rocky River Road, Concord, NC 28025"
130330,R Brown McAllister Elementary,Cabarrus,Concord,"541 Sunnyside Drive SE, Concord, NC 28025"
130331,Pitts School Road Elementary,Cabarrus,Concord,"720 Pitts School Road SW, Concord, NC 28027"
130332,Hickory Ridge High,Cabarrus,Harrisburg,"7321 Raging Ridge Road, Harrisburg, NC 28075"
130333,"Performance Learning Center, Concord",Cabarrus,Concord,"133 Stonecrest Circle SW, Concord, NC 28027"
130336,W R Odell Primary,Cabarrus,Concord,"1 Dragon Pride Dr, Concord, NC 28027"
130337,W R Odell Elementary,Cabarrus,Concord,"1885 Odell School Rd, Concord, NC 28027"
130338,Weddington Hills Elementary,Cabarrus,Concord,"4401 Weddington Road, Concord, NC 28025"
130340,Winecoff Elementary,Cabarrus,Concord,"375 Winecoff Sch Road, Concord, NC 28027"
130342,W M Irvin Elementary,Cabarrus,Concord,"1400 Gold Rush Drive, Concord, NC 28025"
130344,Wolf Meadow Elementary,Cabarrus,Concord,"150 Wolf Meadow Drive SW, Concord, NC 28027"
130345,Patriots Elementary,Cabarrus,Concord,"1510 Holden Rd SW, Concord, NC 28025"
130346,Hickory Ridge Middle,Cabarrus,Harrisburg,"7336 Raging Ridge Rd, Harrisburg, NC 28075"
130349,Cabarrus Early College of Technology,Cabarrus,Concord,"670 Concord Parkway North, Concord, NC 28027"
130350,Cabarrus-Kannapolis Early Coll,Cabarrus,Concord,"1531 Trinity Church Rd, Concord, NC 28027"
130355,Harold E. Winkler Middle,Cabarrus,Concord,"4501 Weddington Rd NW, Concord, NC 28027"
130LEA,Cabarrus County Schools,Cabarrus,Concord,"4401 Old Airport Road, Concord, NC 28025"
132304,A L Brown High,Cabarrus,Kannapolis,"415 E 1st Street, Kannapolis, NC 28083"
132308,"Forest Park Elementary, Kannapolis",Cabarrus,Kannapolis,"1333 Forest Park Drive, Kannapolis, NC 28083"
132312,Fred L Wilson Elementary,Cabarrus,Kannapolis,"1401 Pine Street, Kannapolis, NC 28081"
132314,GW Carver Elementary,Cabarrus,Kannapolis,"525 East C St, Kannapolis, NC 28083"
132328,Jackson Park Elementary,Cabarrus,Kannapolis,"1400 Jackson Street, Kannapolis, NC 28083"
132330,Kannapolis Middle,Cabarrus,Kannapolis,"1445 Oakwood Avenue, Kannapolis, NC 28081"
132332,Shady Brook Elementary,Cabarrus,Kannapolis,"903 Rogers Lake Road, Kannapolis, NC 28081"
132336,Woodrow Wilson Elementary,Cabarrus,Kannapolis,"800 N Walnut Street, Kannapolis, NC 28081"
132LEA,Kannapolis City Schools,Cabarrus,Kannapolis,"100 Denver Street, Kannapolis, NC 28083"
13A000,Carolina International School,Cabarrus,Concord,"9545 Poplar Tent Road, Concord, NC 28027"
13B000,Cabarrus Charter Academy,Cabarrus,Concord,"355 Poplar Crossing Dr NW, Concord, NC 28027"
13C000,A.C.E. Academy,Cabarrus,Harrisburg,"7807 Caldwell Road, Harrisburg, NC 28075"
13D000,Kannapolis Charter Academy,Cabarrus,Kannapolis,"1911 Concord Lake Road, Kannapolis, NC 28083"
140304,Baton Elementary,Caldwell,Granite Falls,"1400 Baton School Road, Granite Falls, NC 28630"
140305,Caldwell Career Cen Mid. Coll.,Caldwell,Hudson,"2857 Hickory Boulevard, Hudson, NC 28638"
140306,Gateway School,Caldwell,Granite Falls,"1889 Dudley Shoals Road, Granite Falls, NC 28630"
140307,Horizons Elementary,Caldwell,Lenoir,"332 Greenhaven Dr. NW, Lenoir, NC 28645"
140308,Collettsville School,Caldwell,Collettsville,"4690 Collettsville School Rd, Collettsville, NC 28611"
140309,Caldwell Early College,Caldwell,Hudson,"2859 Hickory Blvd SW, Hudson, NC 28638"
140312,Davenport A+ School,Caldwell,Lenoir,"901 College Avenue SW, Lenoir, NC 28645"
140316,Dudley Shoals Elementary,Caldwell,Granite Falls,"1500 Dudley Shoals Road, Granite Falls, NC 28630"
140324,Gamewell Elementary,Caldwell,Lenoir,"2904 Morganton Boulevard, Lenoir, NC 28645"
140332,Gamewell Middle,Caldwell,Lenoir,"3210 Gamewell School Road, Lenoir, NC 28645"
140336,Granite Falls Middle,Caldwell,Granite Falls,"90 N Main Street, Granite Falls, NC 28630"
140340,Granite Falls Elementary,Caldwell,Granite Falls,"60 N Highland Avenue, Granite Falls, NC 28630"
140344,Happy Valley Elementary,Caldwell,Lenoir,"1350 Yadkin River Road, Lenoir, NC 28645"
140348,Hibriten High,Caldwell,Lenoir,"1350 Panther Trail SE, Lenoir, NC 28645"
140352,Hudson Elementary,Caldwell,Hudson,"200 Roy Coffey Drive, Hudson, NC 28638"
140356,Hudson Middle,Caldwell,Hudson,"291 Pine Mountain Road, Hudson, NC 28638"
140360,Kings Creek Elementary,Caldwell,Lenoir,"3680 Wilkesboro Boulevard, Lenoir, NC 28645"
140368,William Lenoir Middle,Caldwell,Lenoir,"1366 Wildcat Trail, Lenoir, NC 28645"
140372,Lower Creek Elementary,Caldwell,Lenoir,"630 Lower Creek Drive NE, Lenoir, NC 28645"
140376,"Oak Hill Elementary, Lenoir",Caldwell,Lenoir,"4603 Oak Hill School Road, Lenoir, NC 28645"
140384,Sawmills Elementary,Caldwell,Granite Falls,"4436 Sawmills School Road, Granite Falls, NC 28630"
140386,South Caldwell High,Caldwell,Hudson,"7035 Spartan Drive, Hudson, NC 28638"
140388,Valmead Elementary,Caldwell,Lenoir,"111 Elizabeth Drive NW, Lenoir, NC 28645"
140390,West Caldwell High,Caldwell,Lenoir,"300 W Caldwell Drive, Lenoir, NC 28645"
140392,West Lenoir Elementary,Caldwell,Lenoir,"125 Maple Drive NW, Lenoir, NC 28645"
140396,Whitnel Elementary,Caldwell,Lenoir,"1425 Berkley Street SW, Lenoir, NC 28645"
140LEA,Caldwell County Schools,Caldwell,Lenoir,"1914 Hickory Boulevard SW, Lenoir, NC 28645"
150304,Camden County High,Camden,Camden,"103 US 158 W, Camden, NC 27921"
150308,Grandy Primary,Camden,Camden,"175 NC Hwy 343 North, Camden, NC 27921"
150310,Camden Intermediate,Camden,Camden,"123 Noblitt Drive, Camden, NC 27921"
150312,Camden Middle,Camden,Camden,"248 Scotland Road, Camden, NC 27921"
150350,Camden Early College High,Camden,Camden,"103-A US Highway 158 West, Camden, NC 27921"
150LEA,Camden County Schools,Camden,Camden,"174 NC Hwy 343 N, Camden, NC 27921"
160304,Atlantic Elementary,Carteret,Atlantic,"151 School Drive, Atlantic, NC 28511"
160306,Bogue Sound Elementary,Carteret,Newport,"3323 Highway 24, Newport, NC 28570"
160308,Beaufort Elementary,Carteret,Beaufort,"110 Carraway Drive, Beaufort, NC 28516"
160309,Bridges School,Carteret,Morehead City,"140 Vashti Dr, Morehead City, NC 28557"
160310,Beaufort Middle,Carteret,Beaufort,"100 Carraway Drive, Beaufort, NC 28516"
160311,Broad Creek Middle,Carteret,Newport,"2382 Hwy 24, Newport, NC 28570"
160313,East Carteret High,Carteret,Beaufort,"3263 Hwy 70 E, Beaufort, NC 28516"
160314,Croatan High,Carteret,Newport,"1 Cougar Lane, Newport, NC 28570"
160316,Harkers Island Elementary,Carteret,Harkers Island,"1163 Island Road, Harkers Island, NC 28531"
160317,Morehead Elem at Camp Glenn,Carteret,Morehead City,"3316 Arendell Street, Morehead City, NC 28557"
160318,Morehead City Middle,Carteret,Morehead City,"400 Barbour Road, Morehead City, NC 28557"
160322,Morehead City Primary,Carteret,Morehead City,"4409 Country Club Road, Morehead City, NC 28557"
160324,Newport Elementary,Carteret,Newport,"219 Chatham Street, Newport, NC 28570"
160326,Newport Middle,Carteret,Newport,"500 E Chatham Street, Newport, NC 28570"
160332,Down East Middle and Smyrna Elementary,Carteret,Smyrna,"174 Marshallberg Road, Smyrna, NC 28579"
160344,West Carteret High,Carteret,Morehead City,"4700 Country Club Road, Morehead City, NC 28557"
160352,"White Oak Elementary, Cape Carteret",Carteret,Cape Carteret,"555 WB McLean Drive, Cape Carteret, NC 28584"
160LEA,Carteret County Public Schools,Carteret,Beaufort,"107 Safrit Drive, Beaufort, NC 28516"
16B000,Tiller School,Carteret,Beaufort,"1950 Live Oak Street, Beaufort, NC 28516"
170316,Bartlett Yancey High,Caswell,Yanceyville,"466 Main Street E, Yanceyville, NC 27379"
170334,"North Elementary, Providence",Caswell,Providence,"10390 NC Hwy 86 N, Providence, NC 27315"
170338,N L Dillard Middle,Caswell,Yanceyville,"255 Hatchett Road, Yanceyville, NC 27379"
170339,"Oakwood Elementary, Yanceyville",Caswell,Yanceyville,"274 Oakwood Drive, Yanceyville, NC 27379"
170342,"South Elementary, Mebane",Caswell,Mebane,"8925 NC Hwy 86 S, Mebane, NC 27302"
170344,"Stoney Creek Elementary, Reidsville",Caswell,Reidsville,"1803 Stoney Creek School Road, Reidsville, NC 27320"
170LEA,Caswell County Schools,Caswell,YANCEYVILLE,"319 East Main Street, YANCEYVILLE, NC 27379"
180302,Harry M Arndt Middle,Catawba,Hickory,"3350 34th Street Drive NE, Hickory, NC 28601"
180304,Balls Creek Elementary,Catawba,Newton,"2620 Balls Creek Road, Newton, NC 28658"
180308,Bandys High,Catawba,Catawba,"5040 E Bandys Road, Catawba, NC 28609"
180312,Banoak Elementary,Catawba,Vale,"7651 W NC 10 Hwy, Vale, NC 28168"
180316,Blackburn Elementary,Catawba,Newton,"4377 W NC 10 Hwy, Newton, NC 28658"
180320,Bunker Hill High,Catawba,Claremont,"4675 Oxford School Road, Claremont, NC 28610"
180323,Catawba Rosenwald Education Center,Catawba,Catawba,"403 6th Ave SW, Catawba, NC 28609"
180324,Catawba Elementary School,Catawba,Catawba,"5415 Hudson Chapel Road, Catawba, NC 28609"
180325,Challenger Early College High,Catawba,Hickory,"2550 Hwy 70 SE, Hickory, NC 28602"
180326,Charles H Tuttle Elementary,Catawba,Maiden,"2872 Water Plant Road, Maiden, NC 28650"
180332,Claremont Elementary,Catawba,Claremont,"3384 E Main Street, Claremont, NC 28610"
180336,Clyde Campbell Elementary,Catawba,Hickory,"2121 35th Avenue Drive NE, Hickory, NC 28601"
180340,Fred T Foard High,Catawba,Newton,"3407 Plateau Road, Newton, NC 28658"
180342,Jacobs Fork Middle,Catawba,Newton,"3431 Plateau Road, Newton, NC 28658"
180343,Lyle Creek Elementary,Catawba,Conover,"1845 Edgewater Drive NW, Conover, NC 28613"
180344,Maiden Elementary,Catawba,Maiden,"201 N Main Avenue, Maiden, NC 28650"
180346,Maiden Middle School,Catawba,Maiden,"518 North C Avenue, Maiden, NC 28650"
180348,Maiden High,Catawba,Maiden,"600 West Main Street, Maiden, NC 28650"
180352,Mill Creek Middle,Catawba,Claremont,"1041 Shiloh Road, Claremont, NC 28610"
180356,"Mountain View Elementary, Hickory",Catawba,Hickory,"5911 Dwayne Starnes Road, Hickory, NC 28602"
180360,Oxford Elementary,Catawba,Claremont,"5915 Oxford School Road, Claremont, NC 28610"
180364,"River Bend Middle, Claremont",Catawba,Claremont,"4670 Oxford School Road, Claremont, NC 28610"
