district_from_state,code,name_from_state,region,title_I,percent_EDS,S_P_grade,growth_status,EOG,grad_rate
Wilkes County Schools,970376,Traphill Elementary School,Northwest,Y,52.2,C,Met,61.2,
Wilkes County Schools,970388,West Wilkes High School,Northwest,,36.3,B,Met,57.7,87.8
Wilkes County Schools,970389,West Wilkes Middle School,Northwest,,36.4,B,Met,64.2,
Wilkes County Schools,970390,Wilkes Central High School,Northwest,,45.3,C,Not Met,48.7,90.4
Wilkes County Schools,970392,Wilkesboro Elementary School,Northwest,Y,32.5,B,Exceeded,62.4,
Wilkes County Schools,970393,Wilkes Early College High School,Northwest,,27.9,A,Exceeded,>95,89.4
Wilson County Schools,980306,Milton M Daniels Learning Center,North Central,,66.7,ALT,,,
Robeson County Schools,780326,Fairmont Middle,Sandhills,Y,89.3,F,Not Met,25,
Wilson County Schools,980317,Charles H Darden Middle,North Central,Y,63.3,C,Met,42.5,
Wilson County Schools,980318,Beddingfield High,North Central,,24.1,C,Exceeded,53.8,69.4
Wilson County Schools,980320,Frederick Douglass Elementary,North Central,Y,41.9,C,Not Met,64.1,
Wilson County Schools,980324,Elm City Middle,North Central,,18.5,C,Not Met,59.7,
Wilson County Schools,980336,Fike High,North Central,,15.1,C,Not Met,45,77
Wilson County Schools,980338,Forest Hills Middle,North Central,,24.9,B,Exceeded,64.6,
Wilson County Schools,980340,Gardners Elementary,North Central,Y,41.6,B,Exceeded,72.8,
Wilson County Schools,980342,James Hunt High,North Central,,17.6,B,Exceeded,63.7,78.3
Wilson County Schools,980344,John W Jones Elementary,North Central,Y,51,C,Met,48.1,
Wilson County Schools,980348,Lee Woodard Elementary,North Central,Y,46.8,C,Exceeded,57.7,
Wilson County Schools,980352,Lucama Elementary,North Central,Y,45,B,Met,69.9,
Robeson County Schools,780364,Pembroke Elementary,Sandhills,Y,83.4,D,Met,42.9,
Bladen County Schools,090318,Bladen Lakes Primary,Sandhills,Y,83.5,D,Met,47.3,
Wilson County Schools,980360,New Hope Elementary,North Central,,20.4,A,Exceeded,80.8,
Wilson County Schools,980364,Rock Ridge Elementary,North Central,Y,22.8,A,Met,86.1,
Wilson County Schools,980380,Speight Middle,North Central,,33.9,C,Not Met,54.8,
Wilson County Schools,980384,Springfield Middle,North Central,,14.5,C,Not Met,68.4,
Wilson County Schools,980388,Stantonsburg Elementary,North Central,Y,45.5,C,Exceeded,57.5,
Robeson County Schools,780324,Fairgrove Middle,Sandhills,Y,83.5,D,Not Met,33.9,
Wilson County Schools,980392,Vinson-Bynum Elementary,North Central,Y,46.9,C,Met,61.3,
Wilson County Schools,980396,Wells Elementary,North Central,Y,51.7,C,Met,57.9,
Wilson County Schools,980397,Wilson Academy of Applied Technology,North Central,,30.3,B,Met,72.9,
Wilson County Schools,980398,Wilson Early College Academy,North Central,,<5,A,Exceeded,88.1,>95
Moore County Schools,630348,Robbins Elementary,Sandhills,Y,83.6,D,Not Met,30.7,
Yadkin County Schools,990304,Boonville Elementary,Piedmont-Triad,Y,63.3,B,Met,65.8,
Yadkin County Schools,990308,Courtney Elementary,Piedmont-Triad,Y,64,B,Exceeded,71.8,
Yadkin County Schools,990312,East Bend Elementary,Piedmont-Triad,Y,62.7,C,Exceeded,54.2,
Yadkin County Schools,990316,Fall Creek Elementary,Piedmont-Triad,Y,51.8,B,Exceeded,69,
Yadkin County Schools,990320,Forbush Elementary,Piedmont-Triad,,26.1,B,Exceeded,71.4,
Yadkin County Schools,990321,Forbush Middle,Piedmont-Triad,,54.8,C,Met,61.4,
Yadkin County Schools,990322,Forbush High,Piedmont-Triad,,44.5,B,Met,59.1,91.5
Yadkin County Schools,990324,Jonesville Elementary,Piedmont-Triad,Y,75.8,C,Met,55.5,
Yadkin County Schools,990325,Starmount Middle,Piedmont-Triad,,62.8,C,Not Met,57.4,
Yadkin County Schools,990326,Starmount High,Piedmont-Triad,,52.7,C,Not Met,50.5,81.1
Yadkin County Schools,990328,West Yadkin Elementary,Piedmont-Triad,Y,67.1,C,Not Met,51.9,
Yadkin County Schools,990332,Yadkin Early College,Piedmont-Triad,,54.3,A,Met,87.4,>95
Yadkin County Schools,990336,Yadkinville Elementary,Piedmont-Triad,Y,75.7,C,Exceeded,60.2,
Yadkin County Schools,990340,Yadkin Success Academy,Piedmont-Triad,,86.8,ALT,,,
Yancey County Schools,995304,Bald Creek Elementary,Northwest,Y,58.6,A,Met,85.3,
Yancey County Schools,995312,Burnsville Elementary,Northwest,Y,61.5,C,Exceeded,55.4,
Yancey County Schools,995316,Cane River Middle,Northwest,Y,52.7,C,Not Met,61.3,
Yancey County Schools,995320,Clearmont Elementary,Northwest,Y,45,C,Met,61.8,
Yancey County Schools,995324,East Yancey Middle,Northwest,Y,46.3,B,Exceeded,64.5,
Yancey County Schools,995328,Micaville Elementary,Northwest,Y,55.4,C,Not Met,64.6,
Yancey County Schools,995330,Mountain Heritage High,Northwest,,43.1,B,Not Met,61.1,90.2
Yancey County Schools,995336,South Toe Elementary,Northwest,Y,58.2,B,Exceeded,69.8,
Rowan-Salisbury Schools,800373,North Rowan Elementary,Southwest,Y,46.1,F,Met,24.4,
Bladen County Schools,090365,Tar Heel Middle,Sandhills,Y,83.9,D,Not Met,42.8,
Rowan-Salisbury Schools,800377,North Rowan Middle,Southwest,Y,53.2,F,Not Met,23.3,
Wilson County Schools,980357,Vick Elementary,North Central,Y,84.4,D,Not Met,31.3,
Brunswick County Schools,100338,Supply Elementary,Southeast,Y,84.7,D,Not Met,44.8,
Regional Schools,94Z000,Northeast Regional School - Biotech/Agri,Northeast,,25,B,Met,81.3,91.1
Rowan-Salisbury Schools,800360,Hurley Elementary,Southwest,Y,53.5,F,Met,25.1,
Duplin County Schools,310336,Warsaw Elementary,Southeast,Y,85,D,Met,35.5,
Charter Schools,01B000,River Mill Academy,Piedmont-Triad,,11.6,B,Exceeded,71.3,
Charter Schools,01C000,Clover Garden,Piedmont-Triad,Y,11,B,Met,66.3,>95
Charter Schools,01D000,The Hawbridge School,Piedmont-Triad,,8.1,B,Not Met,73.1,>95
Robeson County Schools,780390,R B Dean Elementary,Sandhills,Y,85,D,Met,33.9,
Rowan-Salisbury Schools,800363,Knox Middle,Southwest,Y,53.6,F,Not Met,18.2,
Charter Schools,07A000,Washington Montessori,Northeast,,10,C,Met,65.8,
Bladen County Schools,090324,Dublin Primary,Sandhills,Y,85.2,D,Met,41.1,
Robeson County Schools,780368,Pembroke Middle,Sandhills,Y,85.2,D,Not Met,33.8,
Charter Schools,09B000,Emereau Bladen,Sandhills,Y,40,C,Met,55.4,
Charter Schools,10A000,Charter Day School,Southeast,Y,34.6,B,Met,73,
Charter Schools,10B000,South Brunswick Charter,Southeast,Y,16.5,B,Met,75.2,
Charter Schools,11A000,Evergreen Community Charter,Western,Y,11.8,B,Not Met,78.5,
Charter Schools,11B000,ArtSpace Charter School,Western,Y,13.8,B,Met,69.4,
Charter Schools,11C000,IC Imagine,Western,Y,12.8,B,Not Met,68.9,
Charter Schools,11D000,The Franklin School of Innovation,Western,Y,13.4,C,Not Met,64.5,73.7
Charter Schools,11K000,Francine Delany New School,Western,Y,15.5,B,Met,76.8,
Charter Schools,12A000,New Dimensions,Northwest,Y,20,B,Met,68.3,
Charter Schools,13A000,Carolina International School,Southwest,,14.9,C,Exceeded,57.8,>95
Wayne County Public Schools,960314,Brogden Primary,Southeast,Y,85.4,D,Exceeded,37,
Charter Schools,65C000,Douglass Academy,Southeast,Y,85.5,D,Met,48,
Charter Schools,32M000,Global Scholars Academy,North Central,Y,85.6,D,Not Met,49.2,
Charter Schools,16B000,Tiller School,Southeast,Y,27.4,B,Not Met,78,
Charter Schools,19A000,Chatham Charter,North Central,,14.9,B,Met,73,92.7
Charter Schools,19B000,Woods Charter,North Central,,<5,A,Met,92.1,>95
Charter Schools,19C000,Willow Oak Montessori,North Central,,<5,B,Met,70.1,
Charter Schools,20A000,The Learning Center,Western,Y,39,C,Met,50,
Charter Schools,23A000,Pinnacle Classical Academy,Southwest,,20.6,B,Met,76.9,
Charter Schools,24B000,Thomas Academy,Sandhills,Y,69.1,ALT,,,
Charter Schools,24N000,Columbus Charter School,Sandhills,Y,69.7,C,Met,61.2,
Charter Schools,26B000,Alpha Academy,Sandhills,Y,49.3,B,Exceeded,66.9,
Columbus County Schools,240344,Evergreen Elementary,Sandhills,Y,85.8,D,Met,43.9,
Charter Schools,27A000,Water's Edge Village School,Northeast,,<5,B,,81.5,
Rowan-Salisbury Schools,800346,Koontz Elementary,Southwest,Y,71.2,F,Not Met,15.9,
Charter Schools,32A000,Maureen Joy Charter School,North Central,Y,>95,C,Met,58.7,
Scotland County Schools,830312,Covington Street Elementary,Sandhills,Y,82.6,F,Not Met,27.7,
Robeson County Schools,780356,Oxendine Elementary,Sandhills,Y,85.9,D,Exceeded,42.4,
Charter Schools,32D000,Kestrel Heights School,North Central,,28.9,C,Met,48.3,
Charter Schools,32H000,Research Triangle Charter,North Central,Y,67.3,C,Exceeded,49.7,
Charter Schools,32K000,Central Park School For Child,North Central,Y,29.6,B,Met,65.4,
Charter Schools,32L000,Voyager Academy,North Central,Y,9.8,B,Exceeded,77.1,87
Lenoir County Public Schools,540315,Kinston High,Southeast,Y,86,D,Not Met,27.1,82
Charter Schools,32N000,Research Triangle High School,North Central,Y,<5,B,Met,72.9,92.5
Granville County Schools,390364,West Oxford Elementary,North Central,Y,86.3,D,Met,32.7,
Chatham County Schools,190312,Chatham Middle,North Central,Y,87.2,D,Not Met,43.5,
Charter Schools,32R000,Excelsior Classical Academy,North Central,,7.5,C,Not Met,63.6,
Craven County Schools,250348,J T Barber Elementary,Southeast,Y,87.6,D,Met,27.7,
Charter Schools,33A000,North East Carolina Prep,North Central,Y,61.2,C,Met,45.5,77.8
Charter Schools,34B000,Quality Education Academy,Piedmont-Triad,Y,66.1,C,Exceeded,43.7,90.9
Forsyth County Schools,340351,Cook Literacy Model School,Piedmont-Triad,Y,87.8,D,Exceeded,28.5,
Vance County Schools,910316,Vance County Middle School,North Central,Y,71.7,F,Not Met,31.5,
Charter Schools,34G000,The Arts Based School,Piedmont-Triad,Y,9.9,B,Exceeded,70,
Charter Schools,34H000,NC Leadership Charter Academy,Piedmont-Triad,,<5,B,Not Met,83.1,>95
Charter Schools,35A000,Crosscreek Charter School,North Central,Y,25.9,C,Met,56.9,
Charter Schools,35B000,Youngsville Academy,North Central,,<5,C,Met,55,
Charter Schools,36B000,Piedmont Community Charter School,Southwest,Y,18.3,B,Exceeded,73.7,92.8
Charter Schools,36C000,Mountain Island Charter School,Southwest,Y,15,B,Exceeded,77,>95
Charter Schools,39A000,Falls Lake Academy,North Central,Y,8.2,B,Met,73.1,>95
Charter Schools,39B000,Oxford Preparatory,North Central,,9,C,Not Met,64.2,91.4
Charter Schools,41B000,Greensboro Academy,Piedmont-Triad,Y,7.6,A,Exceeded,89.4,
Charter Schools,41C000,Guilford Preparatory Academy,Piedmont-Triad,Y,63.9,C,Exceeded,47.2,
Charter Schools,41D000,"Phoenix Academy- Primary, Elem. IB MYP",Piedmont-Triad,Y,19.8,B,Exceeded,69.9,
Charter Schools,41F000,Triad Math and Science Academy,Piedmont-Triad,Y,62.6,C,Not Met,55.9,89.6
Charter Schools,41G000,Cornerstone Charter Academy-CFA,Piedmont-Triad,,11.4,B,Exceeded,75.7,>95
Robeson County Schools,780376,Piney Grove Elementary,Sandhills,Y,87.9,D,Not Met,39.2,
Charter Schools,41J000,Summerfield Charter Academy,Piedmont-Triad,Y,14,A,Exceeded,85.4,
Charter Schools,41K000,Piedmont Classical High School,Piedmont-Triad,Y,22.6,C,Not Met,46.2,61.2
Robeson County Schools,780329,Janie C Hargrave Elem,Sandhills,Y,88.5,D,Met,35.3,
Charter Schools,41M000,Next Generation Academy,Piedmont-Triad,Y,49.2,I,,,
Robeson County Schools,780396,Rowland Middle,Sandhills,Y,88.7,D,Exceeded,29.2,
Charter Schools,96C000,Dillard Academy,Southeast,Y,89.1,D,Met,34,
Charter Schools,43C000,Anderson Creek Academy,North Central,,5.6,B,Met,77.8,
Charter Schools,44A000,Shining Rock Classical Academy CFA,Western,Y,22.1,C,Met,59.5,
Charter Schools,45A000,The Mountain Community Sch,Western,,12.1,B,Met,74.4,
Charter Schools,45B000,FernLeaf Community Charter School,Western,,13.7,C,Not Met,58.6,
Charter Schools,49B000,American Renaissance School,Southwest,Y,13.9,B,Exceeded,65.4,
Wake County Schools,920329,Barwell Road Elementary,North Central,Y,76.3,F,Not Met,33.1,
Charter Schools,49E000,Pine Lake Preparatory,Southwest,,<5,A,Met,86.1,>95
Charter Schools,49F000,Langtree Charter Academy,Southwest,Y,7.9,C,Not Met,66.3,
Cumberland County Schools,260361,Ferguson-Easley Elementary,Sandhills,Y,90,D,Met,35.8,
Charter Schools,50A000,Summit Charter,Western,,8.1,C,Met,64.5,
Charter Schools,51A000,Neuse Charter School,North Central,Y,19.7,C,Not Met,68.4,91.2
Charter Schools,51B000,Johnston Charter Academy,North Central,Y,23.2,C,Met,60.8,
Wake County Schools,920352,Bugg Elementary,North Central,Y,81.2,F,Not Met,21.6,
Robeson County Schools,780320,Deep Branch Elementary,Sandhills,Y,90.4,D,Met,40.3,
Charter Schools,55A000,Lincoln Charter School,Southwest,,6.9,B,Not Met,79.1,>95
Charter Schools,58B000,Bear Grass Charter School,Northeast,,14.9,B,Exceeded,70.9,91.7
Charter Schools,60B000,Sugar Creek Charter,Southwest,Y,79.2,C,Exceeded,53.4,92.1
Charter Schools,60D000,Lake Norman Charter,Southwest,,<5,A,Exceeded,87.5,>95
Charter Schools,60F000,Metrolina Reg Scholars Academy,Southwest,,<5,A,Met,>95,
Charter Schools,60G000,Queen's Grant Community School,Southwest,Y,15.9,B,Exceeded,68.4,85.1
Charter Schools,60I000,Community School of Davidson,Southwest,,<5,A,Met,82.7,>95
Charter Schools,60J000,Socrates Academy,Southwest,,5.9,B,Met,78.3,
Charter Schools,60K000,Charlotte Secondary,Southwest,Y,28,C,Met,42.3,80.6
Wayne County Public Schools,960335,Goldsboro High,Southeast,,90.6,D,Not Met,12.1,73.8
Charter Schools,60M000,Corvian Community School,Southwest,Y,<5,B,Not Met,74.6,
Charter Schools,60N000,Aristotle Preparatory Academy,Southwest,Y,73.5,C,Met,54.3,
Pender County Schools,710324,Malpass Corner Elementary,Southeast,Y,90.7,D,Exceeded,41,
Wayne County Public Schools,960312,Brogden Middle,Southeast,Y,84.4,F,Not Met,29.7,
Charter Schools,60S000,Bradford Preparatory School,Southwest,Y,5.3,B,Met,69.5,89.2
Charter Schools,60U000,Commonwealth High,Southwest,Y,50.2,ALT,,,
Wayne County Public Schools,960326,Dillard Middle,Southeast,Y,94.8,F,Met,18.1,
Charter Schools,60Y000,Pioneer Springs Community School,Southwest,,5.1,C,Exceeded,60.8,
Charter Schools,61J000,Lakeside Charter Academy,Southwest,,14.3,C,Met,51.9,
Charter Schools,61K000,United Community School,Southwest,Y,17.3,C,Exceeded,54.2,
Charter Schools,61L000,Stewart Creek High,Southwest,Y,41.1,ALT,,,
Charter Schools,61M000,Charlotte Lab School,Southwest,Y,9,B,Met,68.9,
Charter Schools,61N000,Queen City STEM School,Southwest,,9.1,C,Not Met,67.5,
Columbus County Schools,240332,Chadbourn Elementary,Sandhills,Y,91.3,D,Not Met,47.7,
Charter Schools,61Q000,Mallard Creek STEM Academy,Southwest,Y,15.4,C,Not Met,59.8,
Charter Schools,61R000,Matthews Charter Academy,Southwest,Y,33.7,C,Met,61.4,
Charter Schools,61S000,Unity Classical Charter,Southwest,,18.8,C,,65.6,
Cumberland County Schools,260405,Walker-Spivey Elementary,Sandhills,Y,91.4,D,Met,43.2,
Wayne County Public Schools,960318,Carver Heights Elementary,Southeast,Y,91.4,D,Exceeded,27.7,
Charter Schools,61W000,East Voyager Academy of Charlotte,Southwest,,17.5,C,Met,58.9,
Charter Schools,61X000,Mountain Island Day Community Charter,Southwest,,9.2,C,Not Met,53.4,
Charter Schools,63A000,The Academy of Moore County,Sandhills,Y,16.3,A,Met,90.7,
Charter Schools,63B000,STARS Charter,Sandhills,Y,24.7,B,Exceeded,75.5,
Charter Schools,63C000,Moore Montessori Community School,Sandhills,,13.6,I,,,
New Hanover County Schools,650384,A H Snipes Academy of Arts/Des,Southeast,Y,91.5,D,Met,33.2,
Charter Schools,65A000,Cape Fear Center for Inquiry,Southeast,Y,21.4,B,Met,74.2,
Weldon City Schools,422314,Weldon Elementary Global Academy,Northeast,Y,71.3,F,Not Met,25.2,
Robeson County Schools,780394,Rosenwald Elementary,Sandhills,Y,91.9,D,Met,32.7,
Charter Schools,65D000,Island Montessori Charter School,Southeast,,17.5,B,Exceeded,63.8,
Charter Schools,65F000,Coastal Preparatory Academy,Southeast,,16.4,C,Not Met,53.9,
Wayne County Public Schools,960390,North Drive Elementary,Southeast,Y,92.1,D,,,
Charter Schools,66A000,KIPP Gaston College Preparatory,Northeast,Y,43,C,Met,53.4,91.2
Pender County Schools,710348,West Pender Middle,Southeast,Y,92.2,D,Met,42.2,
Charter Schools,68A000,Eno River Academy,North Central,,<5,B,Exceeded,80.7,
Charter Schools,68C000,The Expedition School,North Central,Y,<5,A,Exceeded,87.8,
Charter Schools,69A000,Arapahoe Charter School,Southeast,Y,60.4,C,Exceeded,58.3,94.3
Charter Schools,70A000,Northeast Academy of Aerospace & AdvTech,Northeast,Y,13.7,C,Not Met,62.6,90.7
Charter Schools,73A000,Bethel Hill Charter,North Central,Y,44,B,Not Met,68.9,
Charter Schools,73B000,Roxboro Community School,North Central,,7.4,B,Met,82.8,92.6
Scotland County Schools,830320,I E Johnson Elementary,Sandhills,Y,93.2,D,Met,37.8,
Charter Schools,74C000,Winterville Charter Academy,Northeast,Y,53.7,C,Exceeded,59.4,
Charter Schools,76A000,Uwharrie Charter Academy,Piedmont-Triad,Y,13.9,C,Not Met,59.3,87.2
Charter Schools,78A000,CIS Academy,Sandhills,Y,76.7,C,Exceeded,50.8,
Charter Schools,78B000,Southeastern Academy,Sandhills,,39.3,A,Exceeded,85.1,
Charter Schools,79A000,Bethany Community School,Piedmont-Triad,Y,16.6,C,Not Met,61.2,
Lenoir County Public Schools,540325,Northeast Elementary,Southeast,Y,93.7,D,Met,31.5,
Charter Schools,81A000,Thomas Jefferson Class Academy,Western,,13.3,B,Not Met,87.6,91.9
Charter Schools,81B000,Lake Lure Classical Academy,Western,Y,20.8,B,Met,67.6,91.2
Charter Schools,84B000,Gray Stone Day,Southwest,Y,<5,A,Exceeded,86.8,>95
Charter Schools,86T000,Millennium Charter Academy,Piedmont-Triad,,18.7,B,Not Met,71.2,70.6
Charter Schools,87A000,Mountain Discovery,Western,Y,18.4,B,Exceeded,71.6,
Charter Schools,88A000,Brevard Academy,Western,Y,20.9,B,Met,67.5,
Charter Schools,90A000,Union Academy,Southwest,,9.8,B,Met,75.6,95
Charter Schools,90B000,Union Day School,Southwest,,<5,C,Not Met,64.7,
Charter Schools,90C000,Union Prep Academy at Indian Trail,Southwest,Y,28.1,B,Met,69.7,
Charter Schools,91A000,Vance Charter School,North Central,Y,13.6,B,Exceeded,73.1,
Charter Schools,91B000,Henderson Collegiate,North Central,Y,37,B,Exceeded,79.4,90.9
Charter Schools,92B000,The Exploris School,North Central,,<5,B,Met,80.2,
Charter Schools,92D000,Magellan Charter,North Central,,<5,A,Exceeded,94.4,
Charter Schools,92E000,Sterling Montessori Academy,North Central,,<5,B,Not Met,86.2,
Charter Schools,92F000,Franklin Academy,North Central,,<5,A,Exceeded,81.3,>95
Charter Schools,92G000,East Wake Academy,North Central,Y,7.4,B,Met,74.8,>95
Charter Schools,92K000,Raleigh Charter High School,North Central,,<5,A,Exceeded,>95,>95
