district_from_state,code,name_from_state,region,title_I,percent_EDS,S_P_grade,growth_status,EOG,grad_rate
Carteret County Public Schools,160343,Marine Sci. & Tech. Early College HS,Southeast,,64.6,A,Met,88.1,
Carteret County Public Schools,160344,West Carteret High,Southeast,,49.6,B,Exceeded,72.6,79.3
Carteret County Public Schools,160352,White Oak Elementary,Southeast,,39.2,B,Met,73.3,
Caswell County Schools,170316,Bartlett Yancey High,Piedmont-Triad,,55.1,C,Not Met,33.3,79.1
Caswell County Schools,170334,North Elementary,Piedmont-Triad,Y,57.4,C,Met,64.3,
Lab Schools,50Z000,Catamount School,Western,Y,45.5,D,Not Met,46.4,
Caswell County Schools,170339,Oakwood Elementary,Piedmont-Triad,Y,63.9,C,Exceeded,47.7,
Caswell County Schools,170342,South Elementary,Piedmont-Triad,Y,50.7,C,Met,53.7,
Guilford County Schools,410460,Eastern Guilford Middle,Piedmont-Triad,Y,45.7,D,Not Met,44,
Catawba County Schools,180302,Harry M Arndt Middle,Northwest,,50.1,B,Met,65.2,
Catawba County Schools,180304,Balls Creek Elementary,Northwest,Y,49.7,B,Met,68.3,
Catawba County Schools,180308,Bandys High,Northwest,,30.4,B,Exceeded,69.6,91.9
Catawba County Schools,180312,Banoak Elementary,Northwest,Y,59.7,C,Exceeded,57.9,
Catawba County Schools,180316,Blackburn Elementary,Northwest,Y,50.4,C,Met,62.8,
Catawba County Schools,180320,Bunker Hill High,Northwest,,50,C,Not Met,47.4,84.9
Catawba County Schools,180323,Catawba Rosenwald Education Center,Northwest,,61.5,ALT,,,
Catawba County Schools,180324,Catawba Elementary School,Northwest,Y,66.1,C,Met,51,
Catawba County Schools,180325,Challenger Early College High,Northwest,,37,A,Met,>95,>95
Catawba County Schools,180326,Charles H Tuttle Elementary,Northwest,Y,47.6,C,Met,64.1,
Catawba County Schools,180332,Claremont Elementary,Northwest,Y,66.7,C,Met,53.9,
Catawba County Schools,180336,Clyde Campbell Elementary,Northwest,Y,42.3,C,Met,61,
Catawba County Schools,180340,Fred T Foard High,Northwest,,35.8,B,Exceeded,68.3,93.1
Catawba County Schools,180342,Jacobs Fork Middle,Northwest,,41.8,B,Met,66,
Catawba County Schools,180343,Lyle Creek Elementary,Northwest,Y,64.2,C,Met,55.5,
Catawba County Schools,180344,Maiden Elementary,Northwest,Y,59.1,C,Exceeded,60.1,
Catawba County Schools,180346,Maiden Middle School,Northwest,,44.4,C,Not Met,59,
Catawba County Schools,180348,Maiden High,Northwest,,37.6,B,Met,56.8,87.8
Catawba County Schools,180352,Mill Creek Middle,Northwest,,36.5,C,Met,63,
Catawba County Schools,180356,Mountain View Elementary,Northwest,Y,38.9,B,Exceeded,76.4,
Catawba County Schools,180360,Oxford Elementary,Northwest,Y,64.9,C,Met,54.4,
Catawba County Schools,180364,River Bend Middle,Northwest,,57.8,C,Met,54.7,
Catawba County Schools,180368,Sherrills Ford Elementary,Northwest,,26.1,B,Exceeded,75.8,
Catawba County Schools,180372,Saint Stephens Elementary,Northwest,Y,46.5,C,Exceeded,53.7,
Catawba County Schools,180376,Saint Stephens High,Northwest,,46.3,B,Met,62,84.2
Catawba County Schools,180379,Snow Creek Elementary,Northwest,Y,50.1,B,Exceeded,67.1,
Catawba County Schools,180380,Startown Elementary,Northwest,Y,46.3,B,Met,68.3,
Catawba County Schools,180388,Webb A Murray Elementary,Northwest,Y,77.5,C,Met,52.2,
Hickory City Schools,181312,Northview Middle,Northwest,Y,53.8,C,Met,59.6,
Hickory City Schools,181316,Grandview Middle,Northwest,Y,74,C,Not Met,53.7,
Hickory City Schools,181318,Hickory Career Arts Magnet High School,Northwest,Y,53.7,C,Met,53.9,
Hickory City Schools,181322,Hickory High,Northwest,,47.6,C,Not Met,49.3,86.1
Hickory City Schools,181326,W M Jenkins Elementary,Northwest,Y,47.5,C,Not Met,59.2,
Hickory City Schools,181332,Longview Elementary,Northwest,Y,54.6,B,Exceeded,64.4,
Hickory City Schools,181336,Oakwood Elementary,Northwest,Y,51.5,C,Not Met,66.2,
Hickory City Schools,181342,Southwest Primary,Northwest,Y,61.5,B,,,
Hickory City Schools,181344,Viewmont Elementary,Northwest,Y,67.2,C,Not Met,56.8,
Newton Conover City Schools,182304,Conover Special Education,Northwest,,63.5,ALT,,,
Newton Conover City Schools,182316,Newton-Conover High,Northwest,,53.7,B,Exceeded,53.1,94.3
Newton Conover City Schools,182321,Newton-Conover Middle,Northwest,,59.2,C,Not Met,56,
Newton Conover City Schools,182322,Shuford Elementary,Northwest,Y,53.5,B,Exceeded,77.3,
Newton Conover City Schools,182324,South Newton Elementary,Northwest,Y,73,C,Exceeded,55.2,
Forsyth County Schools,340464,Northwest Middle,Piedmont-Triad,Y,45.9,D,Exceeded,41.9,
Newton Conover City Schools,182700,Discovery High School,Northwest,,18.6,A,Met,91.2,>95
Chatham County Schools,190304,Bennett School,North Central,Y,40.7,B,Not Met,71.8,
Chatham County Schools,190308,Bonlee School,North Central,Y,59.1,C,Met,62,
Chatham County Schools,190310,SAGE Academy,North Central,,78.3,ALT,,,
Avery County Schools,060701,Avery High Viking Academy,Northwest,,60,F,Met,10.5,
Chatham County Schools,190316,Chatham Central High,North Central,,37.3,B,Met,55.8,94.2
Chatham County Schools,190328,Horton Middle,North Central,,41.1,C,Met,63.1,
Chatham County Schools,190332,J S Waters School,North Central,Y,54.3,B,Met,65.7,
Chatham County Schools,190336,Jordan Matthews High,North Central,,74.3,C,Exceeded,46,85.9
Chatham County Schools,190339,Margaret B. Pollard Middle,North Central,,20.1,B,Not Met,71.3,
Chatham County Schools,190340,Moncure School,North Central,Y,47.8,C,Met,63.1,
Chatham County Schools,190341,North Chatham Elementary,North Central,,34.5,B,Exceeded,65.1,
Chatham County Schools,190342,Northwood High,North Central,,26.5,B,Met,61.5,90.8
Chatham County Schools,190346,Perry W Harrison Elementary,North Central,,18.3,B,Met,77.4,
Chatham County Schools,190348,Pittsboro Elementary,North Central,Y,37.9,B,Met,67.4,
Chatham County Schools,190350,Siler City Elementary,North Central,Y,85.3,C,Exceeded,62.3,
Chatham County Schools,190352,Silk Hope School,North Central,Y,39.3,B,Met,69.2,
Chatham County Schools,190370,Virginia Cross Elementary,North Central,Y,91.7,C,Exceeded,49.2,
Chatham County Schools,190501,Chatham School of Science & Engineering,North Central,,15,A,Met,90.2,
Cherokee County Schools,200304,Andrews Elementary,Western,Y,42.9,C,Met,67.4,
Cherokee County Schools,200308,Andrews High,Western,,60.8,B,Met,67,>95
Cherokee County Schools,200310,Andrews Middle,Western,,66.8,B,Exceeded,63.8,
Cherokee County Schools,200312,Hiwassee Dam Elementary/Middle,Western,Y,26.1,C,Not Met,68.5,
Cherokee County Schools,200314,Hiwassee Dam High,Western,,48.2,B,Met,56.8,>95
Cherokee County Schools,200320,Martins Creek Elementary/Mid,Western,Y,29.1,C,Met,61.2,
Cherokee County Schools,200322,The Oaks Academy,Western,,49.3,ALT,,,
Cherokee County Schools,200324,Murphy Elementary,Western,Y,35.9,B,Exceeded,63.1,
Cherokee County Schools,200328,Murphy High,Western,,47.6,C,Not Met,50.8,>95
Cherokee County Schools,200330,Murphy Middle,Western,,47.7,B,Exceeded,64.4,
Cherokee County Schools,200332,Peachtree Elementary,Western,Y,38.3,C,Met,66.7,
Cherokee County Schools,200336,Ranger Elementary/Middle,Western,Y,49.2,C,Met,54.4,
Cherokee County Schools,200350,Tri-County Early College High,Western,,38.5,B,Met,78.9,>95
Edenton-Chowan Schools,210304,Chowan Middle,Northeast,,65.9,C,Met,54.9,
Edenton-Chowan Schools,210306,D F Walker Elementary,Northeast,Y,66.6,C,Exceeded,59.5,
Edenton-Chowan Schools,210312,John A Holmes High,Northeast,,52.5,C,Met,51.3,91.6
Edenton-Chowan Schools,210316,White Oak Elementary,Northeast,Y,68.5,C,,,
Clay County Schools,220308,Hayesville Elementary,Western,Y,64.2,C,Exceeded,65.3,
Clay County Schools,220310,Hayesville High,Western,,42.3,B,Met,54.7,93.6
Clay County Schools,220312,Hayesville Middle,Western,,55.3,C,Met,54.3,
Cleveland County Schools,230304,Bethware Elementary,Southwest,Y,45.4,C,Met,64.4,
Cleveland County Schools,230308,Boiling Springs Elementary,Southwest,Y,55.8,B,Met,69.8,
Cleveland County Schools,230312,Burns High,Southwest,,49.3,C,Not Met,44.4,88.8
Cleveland County Schools,230316,Burns Middle,Southwest,,59.4,B,Exceeded,65.9,
Cleveland County Schools,230320,Casar Elementary,Southwest,Y,51.7,B,Exceeded,70.5,
Cleveland County Schools,230322,Cleveland ECHS,Southwest,,46.7,A,Met,89.2,>95
Cleveland County Schools,230324,Crest High,Southwest,,44.9,C,Not Met,52.4,89.9
Cleveland County Schools,230328,Crest Middle,Southwest,,54.2,B,Exceeded,67.6,
Cleveland County Schools,230330,Turning Point Academy,Southwest,,71.2,ALT,,,
Cleveland County Schools,230334,East Elementary,Southwest,Y,66.8,C,Not Met,57.1,
Cleveland County Schools,230336,Shelby Intermediate,Southwest,Y,58.4,C,Met,44.6,
Cleveland County Schools,230340,Fallston Elementary,Southwest,Y,48,C,Met,60.1,
Charlotte-Mecklenburg Schools,600471,Nations Ford Elementary,Southwest,Y,46.2,D,Not Met,43.9,
Cleveland County Schools,230344,Grover Elementary,Southwest,Y,52.2,B,Met,69.1,
Nash-Rocky Mount Schools,640361,Rocky Mount High,North Central,,46.2,D,Not Met,31.1,80.6
Cleveland County Schools,230348,Jefferson Elementary,Southwest,Y,53.5,C,Met,60.5,
Cleveland County Schools,230350,Kings Mountain High,Southwest,,43.4,B,Exceeded,63.9,91.6
Cleveland County Schools,230351,Kings Mountain Intermediate,Southwest,Y,59.9,C,Not Met,63.9,
Cleveland County Schools,230352,Kings Mountain Middle,Southwest,,54.9,B,Exceeded,68.3,
Cleveland County Schools,230355,Marion Elementary,Southwest,Y,65.2,C,Met,62.7,
Cleveland County Schools,230357,North Elementary,Southwest,Y,65.5,C,Met,52.2,
Cleveland County Schools,230359,North Shelby,Southwest,,41.4,ALT,,,
Cleveland County Schools,230361,Shelby High,Southwest,,59.4,C,Not Met,36.5,89.5
Cleveland County Schools,230362,Shelby Middle,Southwest,,47.1,B,Exceeded,63.3,
Cleveland County Schools,230364,Springmore Elementary,Southwest,Y,55.8,B,Met,71.2,
Cleveland County Schools,230368,Township Three Elementary,Southwest,Y,64.7,C,Met,51,
Cleveland County Schools,230370,Union Elementary,Southwest,Y,52.6,C,Met,52.9,
Cleveland County Schools,230376,Washington Elementary,Southwest,Y,66,C,Met,68.6,
Cleveland County Schools,230380,West Elementary,Southwest,Y,50,B,Exceeded,75.8,
Columbus County Schools,240304,Acme Delco Middle,Sandhills,Y,79.5,C,Met,47.3,
Forsyth County Schools,340486,Parkland High,Piedmont-Triad,Y,46.3,D,Met,29.5,73.7
Columbus County Schools,240328,Cerro Gordo Elementary,Sandhills,Y,71.3,C,Not Met,57.9,
Alamance-Burlington Schools,010380,South Graham Elementary,Piedmont-Triad,Y,46.4,D,Met,45.3,
Columbus County Schools,240334,East Columbus High,Sandhills,,73.5,C,Not Met,32.8,88.8
Edgecombe County Public School,330340,South Edgecombe Middle,North Central,,46.6,D,Met,36.4,
Columbus County Schools,240352,Guideway Elementary,Sandhills,Y,69.6,B,Exceeded,75,
Columbus County Schools,240354,Hallsboro-Artesia Elementary,Sandhills,Y,79.8,C,Met,58,
Columbus County Schools,240356,Hallsboro Middle,Sandhills,Y,73.9,C,Met,49.5,
Columbus County Schools,240368,Nakina Middle,Sandhills,Y,65.8,C,Met,66.6,
Columbus County Schools,240370,Old Dock Elementary,Sandhills,Y,69.1,C,Met,63.7,
Columbus County Schools,240371,South Columbus High,Sandhills,,63.4,C,Not Met,44.4,88.9
Warren County Schools,930352,Warren County High,North Central,,46.6,D,Not Met,18.1,78.7
Columbus County Schools,240373,CCCA - Fair Bluff /Southeastern Campuses,Sandhills,,65.2,B,Met,63.1,82.1
Charter Schools,93J000,PAVE Southeast Raleigh Charter,North Central,Y,47.1,D,Met,42.6,
Columbus County Schools,240380,West Columbus High,Sandhills,,73.9,B,Exceeded,55.2,79.1
Columbus County Schools,240388,Williams Township,Sandhills,Y,69.5,C,Met,53.9,
Whiteville City Schools,241304,Central Middle,Sandhills,Y,76.8,C,Not Met,66.8,
Whiteville City Schools,241308,Edgewood Elementary,Sandhills,Y,84.6,C,Met,57.4,
Whiteville City Schools,241312,North Whiteville Academy,Sandhills,Y,>95,ALT,,,
Whiteville City Schools,241316,Whiteville High,Sandhills,Y,70.3,B,Met,55.7,88.4
Whiteville City Schools,241320,Whiteville Primary,Sandhills,Y,86.9,C,,,
Craven County Schools,250304,Albert H Bangert Elementary,Southeast,Y,57.7,B,Exceeded,75.1,
Craven County Schools,250306,Ben D Quinn Elementary,Southeast,Y,54.1,C,Not Met,60.7,
Craven County Schools,250308,Bridgeton Elementary,Southeast,Y,69.6,C,Met,48,
Craven County Schools,250312,Brinson Memorial Elementary,Southeast,Y,54,C,Met,55.1,
Craven County Schools,250314,Craven Early College High,Southeast,,45.8,A,Met,82.6,>95
Craven County Schools,250316,Creekside Elementary,Southeast,,25.4,B,Met,78.6,
Iredell-Statesville Schools,490366,Troutman Middle,Southwest,,47.1,D,Not Met,50.4,
Craven County Schools,250321,Early College EAST High,Southeast,,30.6,A,Met,88.6,>95
Craven County Schools,250324,Grover C Fields Middle,Southeast,,45.1,C,Not Met,59,
Craven County Schools,250328,Graham A Barden Elementary,Southeast,Y,67.4,B,Not Met,71.4,
Forsyth County Schools,340453,Moore Magnet Elementary,Piedmont-Triad,Y,47.2,D,Not Met,49,
Craven County Schools,250336,Havelock Elementary,Southeast,Y,66.3,C,Met,57.1,
Craven County Schools,250340,Havelock High,Southeast,,50.6,B,Met,65.7,87
Gaston County Schools,360340,Brookside Elementary,Southwest,Y,47.4,D,Not Met,43.2,
Buncombe County Schools,110372,Johnston Elementary,Western,Y,56.3,F,Not Met,30.7,
Craven County Schools,250350,James W Smith Elementary,Southeast,Y,74.4,C,Met,54.8,
Craven County Schools,250356,New Bern High,Southeast,,51.1,C,Not Met,55.1,85.6
Charlotte-Mecklenburg Schools,600418,Croft Community Elementary,Southwest,,47.7,D,Not Met,54.2,
Craven County Schools,250362,Roger Bell New Tech Academy,Southeast,Y,58.2,C,Exceeded,44.2,
Craven County Schools,250364,Trent Park Elementary,Southeast,Y,74.9,C,Met,49.2,
Craven County Schools,250368,Tucker Creek Middle,Southeast,,47.4,B,Met,69.1,
Craven County Schools,250372,West Craven High,Southeast,,64.7,C,Not Met,42,86.9
Charlotte-Mecklenburg Schools,600428,James Martin Middle,Southwest,Y,42.5,F,Not Met,32.9,
Craven County Schools,250378,W Jesse Gurganus Elementary,Southeast,Y,38.9,B,Met,80.3,
Craven County Schools,250380,Arthur W Edwards Elementary,Southeast,Y,53.8,C,Met,60.1,
Cumberland County Schools,260302,Alma O Easom Elementary,Sandhills,Y,43.9,B,,,
Cumberland County Schools,260306,Armstrong Elementary,Sandhills,Y,49.5,B,Met,68.9,
Cumberland County Schools,260308,Ashley Elementary,Sandhills,Y,59,C,Met,48.3,
Forsyth County Schools,340372,Flat Rock Middle,Piedmont-Triad,Y,48,D,Met,42.7,
Cumberland County Schools,260312,Beaver Dam Elementary,Sandhills,Y,56,A,Met,86.9,
Cumberland County Schools,260316,Lillian Black Elementary,Sandhills,Y,75.3,C,Met,44.7,
Cumberland County Schools,260318,Jack Britt High,Sandhills,,35.9,B,Met,65.1,92.2
Cumberland County Schools,260320,Brentwood Elementary,Sandhills,Y,77.7,C,Met,56.6,
Gaston County Schools,360480,Pleasant Ridge Elementary,Southwest,Y,48.1,D,Not Met,50.7,
Buncombe County Schools,110384,Oakley Elementary,Western,Y,48.2,D,Not Met,41.9,
Cumberland County Schools,260325,Cape Fear High,Sandhills,,50.6,B,Exceeded,62.6,83.8
Cumberland County Schools,260326,Elizabeth M Cashwell Elementary,Sandhills,Y,79.4,C,Met,57.2,
Cumberland County Schools,260332,Eastover-Central Elementary,Sandhills,,39.9,B,Not Met,76.9,
Caswell County Schools,170344,Stoney Creek Elementary,Piedmont-Triad,Y,48.2,D,Met,41.3,
Cumberland County Schools,260338,Cliffdale Elementary,Sandhills,Y,75.2,C,Met,48,
Cumberland County Schools,260340,College Lakes Elementary,Sandhills,Y,67.9,C,Met,57.7,
Cumberland County Schools,260342,C Wayne Collier Elementary,Sandhills,Y,54.2,C,Met,52.6,
Cumberland County Schools,260344,J W Coon Elementary,Sandhills,Y,67.6,C,Met,50.6,
Cumberland County Schools,260347,Cumberland International Early College,Sandhills,,53.1,A,Met,86.8,>95
Cumberland County Schools,260348,Cumberland Mills Elementary,Sandhills,Y,62.8,C,Exceeded,53.5,
Cumberland County Schools,260352,Cumberland Road Elementary,Sandhills,Y,78.7,C,Not Met,47.7,
Cumberland County Schools,260354,Cross Creek Early College,Sandhills,,61.4,A,Exceeded,>95,>95
Cumberland County Schools,260356,District No 7 Elementary,Sandhills,Y,50.7,B,Met,70.6,
Cumberland County Schools,260357,Grays Creek High,Sandhills,,45,C,Not Met,58,86.2
Davidson County Schools,290328,Fair Grove Elementary,Piedmont-Triad,Y,48.3,D,Not Met,50.2,
Cumberland County Schools,260359,E E Smith High,Sandhills,Y,64.9,C,Met,46,83.4
Wake County Schools,920394,Dillard Drive Middle,North Central,,48.4,D,Not Met,54.2,
Cumberland County Schools,260362,Grays Creek Middle,Sandhills,,50.7,C,Met,57.4,
Cumberland County Schools,260363,Glendale Acres Elementary,Sandhills,Y,60.4,C,,,
Cumberland County Schools,260364,Alderman Road Elementary,Sandhills,Y,55.8,C,Not Met,55.7,
Cumberland County Schools,260365,R Max Abbott Middle,Sandhills,Y,57.8,C,Met,54.5,
Cumberland County Schools,260366,Howard L Hall Elementary,Sandhills,Y,48,C,Met,65.2,
Cumberland County Schools,260367,Bill Hefner Elementary,Sandhills,Y,62,C,Met,46.5,
Charlotte-Mecklenburg Schools,600478,J H Gunn Elementary,Southwest,Y,48.5,D,Not Met,42.4,
Cumberland County Schools,260369,John R Griffin Middle,Sandhills,,38.3,B,Met,70.8,
Charter Schools,92Q000,Hope Charter Leadership Academy,North Central,Y,48.5,D,Met,31.7,
Cumberland County Schools,260371,Ireland Drive Middle,Sandhills,Y,71.3,C,Exceeded,45.1,
Cabarrus County Schools,130328,Royal Oaks Elementary,Southwest,Y,48.6,D,Met,36.2,
Cumberland County Schools,260373,Gallberry Farm Elementary,Sandhills,Y,55.9,C,Met,61.2,
Cumberland County Schools,260374,Alger B. Wilkins High School,Sandhills,,69.7,ALT,,,
Cumberland County Schools,260375,Grays Creek Elementary,Sandhills,Y,50.9,B,Met,66.7,
Cumberland County Schools,260380,Long Hill Elementary,Sandhills,Y,47.8,B,Not Met,70.6,
Cumberland County Schools,260382,Lucile Souders Elementary,Sandhills,Y,75.8,C,Met,51.4,
Cumberland County Schools,260383,Mac Williams Middle,Sandhills,,57.3,C,Not Met,57.5,
Edgecombe County Public School,330358,Tarboro High,North Central,,48.9,D,Met,28.7,77.6
Cumberland County Schools,260388,Massey Hill Classical High,Sandhills,,34.6,B,Met,73.8,>95
Charlotte-Mecklenburg Schools,600301,Albemarle Road Middle,Southwest,Y,49.1,D,Met,43.1,
Cumberland County Schools,260397,E Melvin Honeycutt Elementary,Sandhills,Y,45.4,C,Not Met,67,
Cumberland County Schools,260398,E E Miller Elementary,Sandhills,Y,54.7,B,Exceeded,62.2,
Cumberland County Schools,260400,Montclair Elementary,Sandhills,Y,71.5,C,Met,47.5,
Charter Schools,60Q000,Invest Collegiate Transform,Southwest,Y,49.6,D,Met,35.8,
Charlotte-Mecklenburg Schools,600550,Sterling Elementary,Southwest,Y,49.7,D,Met,37.4,
Cumberland County Schools,260403,New Century International Elementary,Sandhills,Y,51.6,B,Met,67.1,
Wake County Schools,920536,Powell Elementary,North Central,Y,49.7,D,Met,44.6,
Charlotte-Mecklenburg Schools,600416,Hornets Nest Elementary,Southwest,Y,49.9,D,Met,43,
Cumberland County Schools,260406,Pine Forest Middle,Sandhills,,52,C,Not Met,60.5,
Charlotte-Mecklenburg Schools,600514,Ranson Middle,Southwest,Y,55.7,F,Not Met,27.9,
Cumberland County Schools,260408,Pine Forest High,Sandhills,,59.5,B,Exceeded,60.2,83.4
Cumberland County Schools,260410,Ponderosa Elementary,Sandhills,Y,64,C,Met,43.9,
Cumberland County Schools,260411,Reid Ross Classical High,Sandhills,,63.5,B,Exceeded,64.5,>95
Cumberland County Schools,260412,Raleigh Road Elementary,Sandhills,Y,47.5,B,,,
Cumberland County Schools,260413,Howard Learning Academy,Sandhills,,78.5,ALT,,,
Cumberland County Schools,260407,Lake Rim Elementary,Sandhills,Y,50,D,Not Met,45.8,
Cumberland County Schools,260415,Rockfish Elementary,Sandhills,Y,53.7,B,Met,69.2,
Cumberland County Schools,260416,J W Seabrook Elementary,Sandhills,Y,68,C,Not Met,62.6,
Cumberland County Schools,260417,New Century International Middle,Sandhills,,54.9,B,Exceeded,63.1,
Cumberland County Schools,260418,Seventy-First Classical Middle,Sandhills,,49.8,B,Exceeded,74.3,
