code,name,eog_score_EDS
32C000,Carter Community Charter,26.8
32D000,Kestrel Heights School,28.6
32H000,Research Triangle Charter,43.7
32K000,Central Park School For Child,34.6
32L000,Voyager Academy,55
32M000,Global Scholars Academy,47.8
32N000,Research Triangle High School,N/A
32P000,The Institute Development Young Leaders,33
32Q000,Reaching All Minds Academy,19.2
32R000,Excelsior Classical Academy,27.3
32S000,KIPP Durham College Preparatory,34.6
33A000,North East Carolina Prep,38.8
34B000,Quality Education Academy,37.1
34D000,Carter G Woodson School,24.5
34F000,Forsyth Academy,44.1
34G000,The Arts Based School,34.8
34H000,NC Leadership Charter Academy,74.3
35A000,Crosscreek Charter School,40.6
35B000,Youngsville Academy,N/A
36B000,Piedmont Community Charter School,59.5
36C000,Mountain Island Charter School,65
39A000,Falls Lake Academy,64.7
39B000,Oxford Preparatory,43.9
41B000,Greensboro Academy,75
41C000,Guilford Preparatory Academy,43.3
41D000,"Phoenix Academy- Primary, Elem. IB MYP",48.8
41F000,Triad Math and Science Academy,52.3
41G000,Cornerstone Charter Academy-CFA,54.1
41H000,College Prep and Leadership Academy,42.6
41J000,Summerfield Charter Academy,75
41L000,Gate City Charter,39.8
41M000,Next Generation Academy,N/A
41N000,The Experiential School of Greensboro,32.7
42A000,KIPP Halifax College Prep,37.3
43C000,Anderson Creek Academy,N/A
44A000,Shining Rock Classical Academy CFA,36.3
45A000,The Mountain Community Sch,63.2
45B000,FernLeaf Community Charter School,47.1
49B000,American Renaissance School,54.8
49D000,Success Institute Charter,27.4
4.90E+01,Pine Lake Preparatory,52.1
49F000,Langtree Charter Academy,50.7
49G000,Iredell Charter Academy,33.8
50A000,Summit Charter,N/A
51A000,Neuse Charter School,53.6
51B000,Johnston Charter Academy,52.4
53B000,Ascend Leadership Academy Lee County,31.5
54A000,Children's Village Academy,28.4
55A000,Lincoln Charter School,72
58B000,Bear Grass Charter School,59
60B000,Sugar Creek Charter,52.1
60D000,Lake Norman Charter,72.7
60F000,Metrolina Reg Scholars Academy,N/A
60G000,Queen's Grant Community School,51.6
60I000,Community School of Davidson,N/A
60J000,Socrates Academy,62.9
60K000,Charlotte Secondary,31.5
60L000,KIPP Charlotte,31
60M000,Corvian Community School,65.3
60N000,Aristotle Preparatory Academy,46.1
60P000,Charlotte Choice Charter,26.1
60Q000,Invest Collegiate Transform,23
60S000,Bradford Preparatory School,46.7
60U000,Commonwealth High,N/A
60V000,Charlotte Learning Academy,12.8
60Y000,Pioneer Springs Community School,N/A
61J000,Lakeside Charter Academy,N/A
61K000,United Community School,46.9
61L000,Stewart Creek High,N/A
61M000,Charlotte Lab School,37.5
61N000,Queen City STEM School,34.6
61P000,"VERITAS Community School, CFA",25
61Q000,Mallard Creek STEM Academy,46.3
61R000,Matthews Charter Academy,50.3
61S000,Unity Classical Charter,N/A
61T000,Movement Charter School,40.8
61U000,UpROAR Leadership Academy,<5
61W000,East Voyager Academy of Charlotte,N/A
61X000,Mountain Island Day Community Charter,29.5
63A000,The Academy of Moore County,80.8
63B000,STARS Charter,65.4
63C000,Moore Montessori Community School,N/A
64A000,Rocky Mount Preparatory,29.9
65A000,Cape Fear Center for Inquiry,61
65B000,Wilmington Preparatory Academy,42.1
65C000,Douglass Academy,43.2
65D000,Island Montessori Charter School,43.8
65F000,Coastal Preparatory Academy,54.9
65G000,Girls Leadership Academy of Wilmington,33
66A000,KIPP Gaston College Preparatory,45.2
67B000,Z.E.C.A. School of Arts and Technology,25
68A000,Eno River Academy,N/A
68C000,The Expedition School,N/A
69A000,Arapahoe Charter School,51.4
70A000,Northeast Academy of Aerospace & AdvTech,36.5
73A000,Bethel Hill Charter,58.9
73B000,Roxboro Community School,54.1
74B000,Ignite Innovation Academy - Pitt,10.2
74C000,Winterville Charter Academy,47.2
76A000,Uwharrie Charter Academy,46.2
78A000,CIS Academy,44
78B000,Southeastern Academy,76.3
79A000,Bethany Community School,56.4
80B000,Essie Mae Kiser Foxx Charter,<5
81A000,Thomas Jefferson Class Academy,80.7
81B000,Lake Lure Classical Academy,62.9
84B000,Gray Stone Day,74.4
86T000,Millennium Charter Academy,58.2
87A000,Mountain Discovery,42.1
88A000,Brevard Academy,52.2
90A000,Union Academy,48.1
90B000,Union Day School,N/A
90C000,Union Prep Academy at Indian Trail,60.8
91A000,Vance Charter School,62.6
91B000,Henderson Collegiate,72.5
92B000,The Exploris School,N/A
92D000,Magellan Charter,N/A
9.20E+01,Sterling Montessori Academy,N/A
92F000,Franklin Academy,N/A
92G000,East Wake Academy,50.5
92K000,Raleigh Charter High School,N/A
92L000,Torchlight Academy,48.3
92M000,PreEminent Charter,45.4
92N000,Quest Academy,N/A
92P000,Southern Wake Academy,46
92Q000,Hope Charter Leadership Academy,25
92R000,Casa Esperanza Montessori Charter School,28.1
92S000,Endeavor Charter,N/A
92T000,Triangle Math and Science Academy,66.7
92U000,Longleaf School of the Arts,N/A
92V000,Wake Forest Charter Academy,70.9
92W000,Cardinal Charter Academy,51.3
92Y000,Envision Science Academy,N/A
93A000,Haliwa-Saponi Tribal School,31.7
93J000,PAVE Southeast Raleigh Charter,36.2
93L000,Central Wake High School,N/A
93M000,Peak Charter Academy,61.8
93N000,Pine Springs Prep Academy,N/A
93P000,Rolesville Charter Academy,55.4
93R000,Raleigh Oak Charter,N/A
95A000,Two Rivers Community School,58.1
96C000,Dillard Academy,31.7
96F000,Wayne Preparatory Academy,33.7
97D000,Bridges Academy,31.8
98A000,Sallie B Howard School,59.9
98B000,Wilson Preparatory Academy,50
