code,name,eog_score_latino
32A000,Maureen Joy Charter School,62.4
32B000,Healthy Start Academy,49.5
32C000,Carter Community Charter,47.7
32D000,Kestrel Heights School,46.3
32H000,Research Triangle Charter,56.7
32K000,Central Park School For Child,46.9
32L000,Voyager Academy,78.6
32M000,Global Scholars Academy,46.3
32N000,Research Triangle High School,N/A
32P000,The Institute Development Young Leaders,41.5
32Q000,Reaching All Minds Academy,24.4
32R000,Excelsior Classical Academy,34.6
32S000,KIPP Durham College Preparatory,41.2
33A000,North East Carolina Prep,48
34B000,Quality Education Academy,45.5
34D000,Carter G Woodson School,25.4
34F000,Forsyth Academy,40.4
34G000,The Arts Based School,N/A
34H000,NC Leadership Charter Academy,71.7
35A000,Crosscreek Charter School,N/A
35B000,Youngsville Academy,70.6
36B000,Piedmont Community Charter School,68.7
36C000,Mountain Island Charter School,74.7
39A000,Falls Lake Academy,71.1
39B000,Oxford Preparatory,N/A
41B000,Greensboro Academy,80.6
41C000,Guilford Preparatory Academy,N/A
41D000,"Phoenix Academy- Primary, Elem. IB MYP",72.2
41F000,Triad Math and Science Academy,49.1
41G000,Cornerstone Charter Academy-CFA,68.8
41H000,College Prep and Leadership Academy,50
41J000,Summerfield Charter Academy,86.9
41K000,Piedmont Classical High School,N/A
41L000,Gate City Charter,43.9
41M000,Next Generation Academy,N/A
41N000,The Experiential School of Greensboro,50
42A000,KIPP Halifax College Prep,N/A
43C000,Anderson Creek Academy,71.9
44A000,Shining Rock Classical Academy CFA,N/A
45A000,The Mountain Community Sch,N/A
45B000,FernLeaf Community Charter School,N/A
49B000,American Renaissance School,50
49D000,Success Institute Charter,N/A
4.90E+01,Pine Lake Preparatory,79.5
49F000,Langtree Charter Academy,56.1
49G000,Iredell Charter Academy,41.7
50A000,Summit Charter,40.8
51A000,Neuse Charter School,57.9
51B000,Johnston Charter Academy,64.8
53B000,Ascend Leadership Academy Lee County,36.4
54A000,Children's Village Academy,N/A
55A000,Lincoln Charter School,70.9
58B000,Bear Grass Charter School,N/A
60B000,Sugar Creek Charter,52.8
60D000,Lake Norman Charter,81.6
60F000,Metrolina Reg Scholars Academy,N/A
60G000,Queen's Grant Community School,66.7
60I000,Community School of Davidson,67.3
60J000,Socrates Academy,72.8
60K000,Charlotte Secondary,51.2
60L000,KIPP Charlotte,33.3
60M000,Corvian Community School,71.7
60N000,Aristotle Preparatory Academy,N/A
60P000,Charlotte Choice Charter,N/A
60Q000,Invest Collegiate Transform,N/A
60S000,Bradford Preparatory School,70.2
60U000,Commonwealth High,N/A
60V000,Charlotte Learning Academy,N/A
60Y000,Pioneer Springs Community School,58.3
61J000,Lakeside Charter Academy,50
61K000,United Community School,50
61L000,Stewart Creek High,N/A
61M000,Charlotte Lab School,54.4
61N000,Queen City STEM School,64.3
61P000,"VERITAS Community School, CFA",50
61Q000,Mallard Creek STEM Academy,59.6
61R000,Matthews Charter Academy,55.8
61S000,Unity Classical Charter,N/A
61T000,Movement Charter School,N/A
61U000,UpROAR Leadership Academy,N/A
61W000,East Voyager Academy of Charlotte,N/A
61X000,Mountain Island Day Community Charter,37.5
63A000,The Academy of Moore County,N/A
63B000,STARS Charter,67.9
63C000,Moore Montessori Community School,N/A
64A000,Rocky Mount Preparatory,40
65A000,Cape Fear Center for Inquiry,N/A
65B000,Wilmington Preparatory Academy,N/A
65C000,Douglass Academy,N/A
65D000,Island Montessori Charter School,N/A
65F000,Coastal Preparatory Academy,N/A
65G000,Girls Leadership Academy of Wilmington,59.5
66A000,KIPP Gaston College Preparatory,63.2
67B000,Z.E.C.A. School of Arts and Technology,N/A
68A000,Eno River Academy,75.9
68C000,The Expedition School,N/A
69A000,Arapahoe Charter School,51.6
70A000,Northeast Academy of Aerospace & AdvTech,N/A
73A000,Bethel Hill Charter,58.8
73B000,Roxboro Community School,89.2
74B000,Ignite Innovation Academy - Pitt,N/A
74C000,Winterville Charter Academy,65.2
76A000,Uwharrie Charter Academy,58.7
78A000,CIS Academy,N/A
78B000,Southeastern Academy,N/A
79A000,Bethany Community School,58.3
80B000,Essie Mae Kiser Foxx Charter,N/A
81A000,Thomas Jefferson Class Academy,83.9
81B000,Lake Lure Classical Academy,52.5
84B000,Gray Stone Day,89.5
86T000,Millennium Charter Academy,50
87A000,Mountain Discovery,N/A
88A000,Brevard Academy,N/A
90A000,Union Academy,63.6
90B000,Union Day School,N/A
90C000,Union Prep Academy at Indian Trail,77.5
91A000,Vance Charter School,69.6
91B000,Henderson Collegiate,82.1
92B000,The Exploris School,76.5
92D000,Magellan Charter,93.8
9.20E+01,Sterling Montessori Academy,82.4
92F000,Franklin Academy,68.1
92G000,East Wake Academy,55.8
92K000,Raleigh Charter High School,N/A
92L000,Torchlight Academy,51.4
92M000,PreEminent Charter,55.7
92N000,Quest Academy,N/A
92P000,Southern Wake Academy,46.2
92Q000,Hope Charter Leadership Academy,N/A
92R000,Casa Esperanza Montessori Charter School,54.5
92S000,Endeavor Charter,N/A
92T000,Triangle Math and Science Academy,87
92U000,Longleaf School of the Arts,N/A
92V000,Wake Forest Charter Academy,64
92W000,Cardinal Charter Academy,64.7
92Y000,Envision Science Academy,87.9
93A000,Haliwa-Saponi Tribal School,N/A
93J000,PAVE Southeast Raleigh Charter,36.5
93L000,Central Wake High School,N/A
93M000,Peak Charter Academy,71.4
93N000,Pine Springs Prep Academy,73.7
93P000,Rolesville Charter Academy,57.8
93R000,Raleigh Oak Charter,N/A
95A000,Two Rivers Community School,N/A
96C000,Dillard Academy,N/A
96F000,Wayne Preparatory Academy,45.9
97D000,Bridges Academy,N/A
98A000,Sallie B Howard School,69
98B000,Wilson Preparatory Academy,64
